year,leaid,district,current_expenditures,enrollment,flagged_corrupt
1995,2100030,Adair County,13981000,2623,False
1995,2100070,Allen County,12017000,2854,False
1995,2100081,Muhlenberg County,29609000,5481,False
1995,2100090,Anchorage Independent,2882000,378,False
1995,2100120,Anderson County,13796000,3080,False
1995,2100150,Ashland Independent,19412000,3599,False
1995,2100180,Augusta Independent,1765000,296,False
1995,2100210,Ballard County,7749000,1429,False
1995,2100240,Barbourville Independent,2904000,690,False
1995,2100270,Bardstown Independent,8266000,1563,False
1995,2100300,Barren County,17422000,3303,False
1995,2100330,Bath County,10157000,1844,False
1995,2100360,Beechwood Independent,4132000,974,False
1995,2100390,Bell County,21854000,3465,False
1995,2100420,Bellevue Independent,5104000,1044,False
1995,2100480,Berea Independent,5924000,1048,False
1995,2100510,Boone County,50983000,11564,False
1995,2100540,Bourbon County,15450000,2713,False
1995,2100570,Bowling Green Independent,18359000,3367,False
1995,2100620,Boyd County,19150000,3829,False
1995,2100630,Boyle County,12560000,2579,False
1995,2100660,Bracken County,5574000,1256,False
1995,2100690,Breathitt County,16405000,2645,False
1995,2100720,Breckinridge County,17048000,2791,False
1995,2100750,Bullitt County,45522000,10041,False
1995,2100780,Burgin Independent,1909000,411,False
1995,2100810,Butler County,12213000,2421,False
1995,2100840,Caldwell County,10244000,2152,False
1995,2100870,Calloway County,17279000,3251,False
1995,2100900,Campbell County,21012000,4823,False
1995,2100930,Campbellsville Independent,7619000,1469,False
1995,2100960,Carlisle County,4043000,890,False
1995,2100990,Carroll County,10333000,1794,False
1995,2101020,Carter County,25855000,5086,False
1995,2101050,Casey County,13757000,2453,False
1995,2101110,Caverna Independent,5056000,991,False
1995,2101150,Christian County,47535000,9017,False
1995,2101200,Clark County,25598000,5372,False
1995,2101230,Clay County,23537000,4561,False
1995,2101260,Clinton County,8172000,1544,False
1995,2101290,Cloverport Independent,2167000,328,False
1995,2101320,Corbin Independent,10450000,1967,False
1995,2101350,Covington Independent,30672000,5334,False
1995,2101380,Crittenden County,7624000,1572,False
1995,2101410,Cumberland County,6314000,1188,False
1995,2101440,Danville Independent,10340000,1871,False
1995,2101470,Daviess County,51472000,10190,False
1995,2101500,Dawson Springs Independent,3140000,708,False
1995,2101530,Dayton Independent,7289000,1338,False
1995,2101590,East Bernstadt Independent,1994000,439,False
1995,2101620,Edmonson County,9981000,1893,False
1995,2101650,Elizabethtown Independent,9290000,2078,False
1995,2101680,Elliott County,8400000,1349,False
1995,2101710,Eminence Independent,3088000,552,False
1995,2101740,Erlanger-Elsmere Independent,10376000,2288,False
1995,2101760,Estill County,14382000,2786,False
1995,2101800,Fairview Independent,3503000,895,False
1995,2101860,Fayette County,190093000,32880,False
1995,2101920,Fleming County,12428000,2416,False
1995,2101950,Floyd County,43864000,8144,False
1995,2101980,Frankfort Independent,5727000,916,False
1995,2102010,Franklin County,27275000,5976,False
1995,2102040,Fort Thomas Independent,11067000,2407,False
1995,2102070,Fulton Independent,3657000,608,False
1995,2102100,Fulton County,5228000,859,False
1995,2102130,Gallatin County,5621000,1247,False
1995,2102160,Garrard County,10553000,2149,False
1995,2102220,Glasgow Independent,10325000,2305,False
1995,2102250,Grant County,14070000,3375,False
1995,2102280,Graves County,18382000,4346,False
1995,2102300,Grayson County,18582000,4052,False
1995,2102340,Green County,8745000,1722,False
1995,2102400,Greenup County,18178000,3504,False
1995,2102460,Hancock County,7756000,1606,False
1995,2102490,Hardin County,67617000,13367,False
1995,2102520,Harlan Independent,4864000,920,False
1995,2102540,Harlan County,36186000,5894,False
1995,2102580,Harrison County,15971000,3137,False
1995,2102610,HARRODSBURG INDEPENDENT,5202000,956,False
1995,2102640,Hart County,11139000,2302,False
1995,2102670,Hazard Independent,6620000,1237,False
1995,2102710,Henderson County,37259000,7649,False
1995,2102760,Henry County,10057000,2041,False
1995,2102790,Hickman County,4806000,867,False
1995,2102860,Hopkins County,37419000,7437,False
1995,2102910,Jackson Independent,2112000,378,False
1995,2102940,Jackson County,13945000,2444,False
1995,2102990,Jefferson County,517949000,93070,False
1995,2103000,Jenkins Independent,4754000,764,False
1995,2103030,Jessamine County,26127000,6239,False
1995,2103060,Johnson County,20181000,3935,False
1995,2103090,Kenton County,53705000,12052,False
1995,2103120,Knott County,20743000,3422,False
1995,2103150,Knox County,29174000,4756,False
1995,2103180,LaRue County,11878000,2271,False
1995,2103210,Laurel County,43080000,8512,False
1995,2103240,Lawrence County,14592000,2763,False
1995,2103270,Lee County,7325000,1466,False
1995,2103330,Leslie County,15532000,2621,False
1995,2103360,Letcher County,21765000,4391,False
1995,2103390,Lewis County,12374000,2532,False
1995,2103480,Lincoln County,24532000,3907,False
1995,2103510,Livingston County,7095000,1471,False
1995,2103540,Logan County,17243000,3160,False
1995,2103630,Ludlow Independent,4817000,1046,False
1995,2103690,Lyon County,4843000,952,False
1995,2103720,Madison County,39683000,8544,False
1995,2103750,Magoffin County,16332000,2841,False
1995,2103780,Marion County,15320000,2891,False
1995,2103810,Marshall County,22170000,5155,False
1995,2103840,Martin County,15147000,2891,False
1995,2103870,Mason County,14650000,2813,False
1995,2103900,Mayfield Independent,7541000,1441,False
1995,2103960,McCracken County,31084000,6921,False
1995,2103990,McCreary County,21511000,3483,False
1995,2104020,McLean County,7902000,1709,False
1995,2104050,Meade County,18517000,4330,False
1995,2104080,Menifee County,5304000,1042,False
1995,2104110,Mercer County,9610000,2078,False
1995,2104140,Metcalfe County,8646000,1652,False
1995,2104170,Middlesboro Independent,10400000,1858,False
1995,2104200,Monroe County,12655000,2125,False
1995,2104250,Montgomery County,19239000,3648,False
1995,2104260,MONTICELLO INDEPENDENT,4175000,822,False
1995,2104290,Morgan County,12475000,2403,False
1995,2104380,Murray Independent,8468000,1345,False
1995,2104410,Nelson County,19781000,4306,False
1995,2104440,Newport Independent,18150000,3038,False
1995,2104470,Nicholas County,6401000,1290,False
1995,2104500,Ohio County,19026000,4101,False
1995,2104530,Oldham County,34229000,7418,False
1995,2104560,Owen County,8970000,1829,False
1995,2104590,Owensboro Independent,25670000,4452,False
1995,2104620,Owsley County,7419000,942,False
1995,2104650,Paducah Independent,19174000,3322,False
1995,2104680,Paintsville Independent,4225000,886,False
1995,2104710,Paris Independent,4782000,842,False
1995,2104740,Pendleton County,13000000,2709,False
1995,2104770,Perry County,27578000,5252,False
1995,2104800,Pike County,67244000,12029,False
1995,2104830,Pikeville Independent,7313000,1373,False
1995,2104860,Pineville Independent,3192000,589,False
1995,2104890,Powell County,13721000,2664,False
1995,2104920,PROVIDENCE INDEPENDENT,2818000,565,False
1995,2104950,Pulaski County,33958000,7151,False
1995,2104980,Raceland-Worthington Independent,4124000,949,False
1995,2105040,Robertson County,1984000,366,False
1995,2105070,Rockcastle County,14608000,2987,False
1995,2105100,Rowan County,16564000,3153,False
1995,2105130,Russell Independent,11178000,2337,False
1995,2105160,Russell County,14688000,2789,False
1995,2105190,Russellville Independent,8677000,1446,False
1995,2105220,Science Hill Independent,1714000,407,False
1995,2105260,Scott County,26916000,5100,False
1995,2105320,Shelby County,21627000,4617,False
1995,2105370,Silver Grove Independent,1588000,265,False
1995,2105400,Simpson County,15534000,2947,False
1995,2105430,Somerset Independent,8733000,1761,False
1995,2105460,Southgate Independent,1052000,209,False
1995,2105490,Spencer County,8593000,1667,False
1995,2105520,Taylor County,11669000,2556,False
1995,2105550,Todd County,9251000,1998,False
1995,2105580,Trigg County,8806000,1848,False
1995,2105610,Trimble County,6419000,1327,False
1995,2105640,Union County,15499000,2807,False
1995,2105700,Walton-Verona Independent,4961000,945,False
1995,2105730,Warren County,47761000,10377,False
1995,2105760,Washington County,8237000,1791,False
1995,2105790,Wayne County,16771000,2795,False
1995,2105820,Webster County,10456000,2092,False
1995,2105850,West Point Independent,1275000,199,False
1995,2105880,Whitley County,20873000,4328,False
1995,2105910,Williamsburg Independent,4682000,891,False
1995,2105940,Williamstown Independent,3739000,656,False
1995,2105970,Wolfe County,9090000,1394,False
1995,2106000,Woodford County,17056000,3839,False
1996,2100030,Adair County,15051000,2696,False
1996,2100070,Allen County,12686000,2933,False
1996,2100081,Muhlenberg County,29848000,5424,False
1996,2100090,Anchorage Independent,3737000,412,False
1996,2100120,Anderson County,15333000,2923,False
1996,2100150,Ashland Independent,19757000,3596,False
1996,2100180,Augusta Independent,1815000,306,False
1996,2100210,Ballard County,7448000,1408,False
1996,2100240,Barbourville Independent,3215000,735,False
1996,2100270,Bardstown Independent,8691000,1613,False
1996,2100300,Barren County,18131000,3469,False
1996,2100330,Bath County,9801000,1856,False
1996,2100360,Beechwood Independent,4199000,959,False
1996,2100390,Bell County,21479000,3429,False
1996,2100420,Bellevue Independent,5263000,953,False
1996,2100480,Berea Independent,5747000,1059,False
1996,2100510,Boone County,56263000,11729,False
1996,2100540,Bourbon County,15260000,2722,False
1996,2100570,Bowling Green Independent,20098000,3434,False
1996,2100620,Boyd County,20106000,3795,False
1996,2100630,Boyle County,12981000,2619,False
1996,2100660,Bracken County,5440000,1247,False
1996,2100690,Breathitt County,16177000,2685,False
1996,2100720,Breckinridge County,15227000,2754,False
1996,2100750,Bullitt County,51879000,10073,False
1996,2100780,Burgin Independent,1887000,394,False
1996,2100810,Butler County,12369000,2418,False
1996,2100840,Caldwell County,10672000,2154,False
1996,2100870,Calloway County,17517000,3208,False
1996,2100900,Campbell County,22600000,3729,False
1996,2100930,Campbellsville Independent,7434000,1436,False
1996,2100960,Carlisle County,4127000,859,False
1996,2100990,Carroll County,9567000,1765,False
1996,2101020,Carter County,25419000,5021,False
1996,2101050,Casey County,14052000,2466,False
1996,2101110,Caverna Independent,5260000,929,False
1996,2101150,Christian County,48883000,9036,False
1996,2101200,Clark County,27640000,5394,False
1996,2101230,Clay County,25387000,4508,False
1996,2101260,Clinton County,9114000,1542,False
1996,2101290,Cloverport Independent,2070000,331,False
1996,2101320,Corbin Independent,10626000,1926,False
1996,2101350,Covington Independent,31689000,5402,False
1996,2101380,Crittenden County,8222000,1569,False
1996,2101410,Cumberland County,6367000,1215,False
1996,2101440,Danville Independent,10649000,1842,False
1996,2101470,Daviess County,50807000,9598,False
1996,2101500,Dawson Springs Independent,3322000,690,False
1996,2101530,Dayton Independent,7643000,1380,False
1996,2101590,East Bernstadt Independent,2213000,472,False
1996,2101620,Edmonson County,10074000,1895,False
1996,2101650,Elizabethtown Independent,9586000,2026,False
1996,2101680,Elliott County,8810000,1302,False
1996,2101710,Eminence Independent,3135000,519,False
1996,2101740,Erlanger-Elsmere Independent,10967000,2359,False
1996,2101760,Estill County,15125000,2749,False
1996,2101800,Fairview Independent,3639000,703,False
1996,2101860,Fayette County,191483000,32830,False
1996,2101920,Fleming County,12812000,2404,False
1996,2101950,Floyd County,42384000,8042,False
1996,2101980,Frankfort Independent,5402000,925,False
1996,2102010,Franklin County,28903000,5907,False
1996,2102040,Fort Thomas Independent,11563000,2382,False
1996,2102070,Fulton Independent,3572000,612,False
1996,2102100,Fulton County,5647000,881,False
1996,2102130,Gallatin County,5845000,1264,False
1996,2102160,Garrard County,10944000,2241,False
1996,2102220,Glasgow Independent,11215000,2259,False
1996,2102250,Grant County,14742000,3393,False
1996,2102280,Graves County,19915000,4388,False
1996,2102300,Grayson County,19376000,4116,False
1996,2102340,Green County,8413000,1763,False
1996,2102400,Greenup County,17925000,3488,False
1996,2102460,Hancock County,8274000,1574,False
1996,2102490,Hardin County,68158000,13121,False
1996,2102520,Harlan Independent,4924000,1244,True
1996,2102540,Harlan County,32700000,5734,False
1996,2102580,Harrison County,16679000,3184,False
1996,2102610,HARRODSBURG INDEPENDENT,5105000,936,False
1996,2102640,Hart County,13010000,2302,False
1996,2102670,Hazard Independent,6706000,1164,False
1996,2102710,Henderson County,37434000,7048,False
1996,2102760,Henry County,10403000,2130,False
1996,2102790,Hickman County,4873000,869,False
1996,2102860,Hopkins County,39523000,6312,False
1996,2102910,Jackson Independent,2029000,252,False
1996,2102940,Jackson County,13516000,2475,False
1996,2102990,Jefferson County,581627000,91878,False
1996,2103000,Jenkins Independent,4486000,680,False
1996,2103030,Jessamine County,28747000,4611,False
1996,2103060,Johnson County,21386000,3816,False
1996,2103090,Kenton County,55407000,12054,False
1996,2103120,Knott County,20502000,3365,False
1996,2103150,Knox County,27126000,4798,False
1996,2103180,LaRue County,11411000,2265,False
1996,2103210,Laurel County,42406000,8457,False
1996,2103240,Lawrence County,14591000,2749,False
1996,2103270,Lee County,7409000,1463,False
1996,2103330,Leslie County,14714000,2547,False
1996,2103360,Letcher County,22562000,4302,False
1996,2103390,Lewis County,12766000,2561,False
1996,2103480,Lincoln County,21184000,3914,False
1996,2103510,Livingston County,7508000,1510,False
1996,2103540,Logan County,14890000,3075,False
1996,2103630,Ludlow Independent,5265000,1054,False
1996,2103690,Lyon County,4356000,948,False
1996,2103720,Madison County,42121000,8847,False
1996,2103750,Magoffin County,16360000,2859,False
1996,2103780,Marion County,15845000,2979,False
1996,2103810,Marshall County,23687000,5315,False
1996,2103840,Martin County,16013000,2899,False
1996,2103870,Mason County,15119000,2784,False
1996,2103900,Mayfield Independent,7955000,1437,False
1996,2103960,McCracken County,31966000,6837,False
1996,2103990,McCreary County,22001000,3452,False
1996,2104020,McLean County,8128000,1672,False
1996,2104050,Meade County,19272000,4365,False
1996,2104080,Menifee County,6034000,1054,False
1996,2104110,Mercer County,10323000,2113,False
1996,2104140,Metcalfe County,8627000,1653,False
1996,2104170,Middlesboro Independent,9922000,1791,False
1996,2104200,Monroe County,11836000,2112,False
1996,2104250,Montgomery County,20102000,3810,False
1996,2104260,MONTICELLO INDEPENDENT,3860000,851,False
1996,2104290,Morgan County,13486000,2388,False
1996,2104380,Murray Independent,9629000,1354,False
1996,2104410,Nelson County,20861000,4506,False
1996,2104440,Newport Independent,17117000,2748,False
1996,2104470,Nicholas County,6332000,1231,False
1996,2104500,Ohio County,18887000,4125,False
1996,2104530,Oldham County,37074000,7652,False
1996,2104560,Owen County,9085000,1875,False
1996,2104590,Owensboro Independent,26821000,4432,False
1996,2104620,Owsley County,6335000,922,False
1996,2104650,Paducah Independent,20704000,3278,False
1996,2104680,Paintsville Independent,4322000,862,False
1996,2104710,Paris Independent,5337000,791,False
1996,2104740,Pendleton County,13281000,2769,False
1996,2104770,Perry County,28693000,5103,False
1996,2104800,Pike County,71537000,11124,False
1996,2104830,Pikeville Independent,7754000,1347,False
1996,2104860,Pineville Independent,3302000,580,False
1996,2104890,Powell County,15028000,2642,False
1996,2104920,PROVIDENCE INDEPENDENT,2780000,538,False
1996,2104950,Pulaski County,36765000,7239,False
1996,2104980,Raceland-Worthington Independent,4780000,965,False
1996,2105040,Robertson County,1984000,359,False
1996,2105070,Rockcastle County,16490000,2962,False
1996,2105100,Rowan County,16486000,3160,False
1996,2105130,Russell Independent,11298000,1787,False
1996,2105160,Russell County,15260000,2854,False
1996,2105190,Russellville Independent,7908000,1400,False
1996,2105220,Science Hill Independent,1789000,422,False
1996,2105260,Scott County,30013000,5101,False
1996,2105320,Shelby County,22633000,4720,False
1996,2105370,Silver Grove Independent,1645000,275,False
1996,2105400,Simpson County,15149000,2886,False
1996,2105430,Somerset Independent,9063000,1740,False
1996,2105460,Southgate Independent,1069000,227,False
1996,2105490,Spencer County,9323000,1746,False
1996,2105520,Taylor County,12443000,2510,False
1996,2105550,Todd County,9240000,1968,False
1996,2105580,Trigg County,9147000,1896,False
1996,2105610,Trimble County,6802000,1350,False
1996,2105640,Union County,15451000,2689,False
1996,2105700,Walton-Verona Independent,5410000,940,False
1996,2105730,Warren County,52103000,10423,False
1996,2105760,Washington County,9063000,1790,False
1996,2105790,Wayne County,16011000,2725,False
1996,2105820,Webster County,10965000,2121,False
1996,2105850,West Point Independent,1272000,179,False
1996,2105880,Whitley County,24757000,4352,False
1996,2105910,Williamsburg Independent,4949000,877,False
1996,2105940,Williamstown Independent,3969000,686,False
1996,2105970,Wolfe County,8558000,1365,False
1996,2106000,Woodford County,17661000,3828,False
1997,2100030,Adair County,15032000,2702,False
1997,2100070,Allen County,13448000,3003,False
1997,2100081,Muhlenberg County,30300000,5325,False
1997,2100090,Anchorage Independent,3646000,427,False
1997,2100120,Anderson County,16173000,3224,False
1997,2100150,Ashland Independent,19103000,3564,False
1997,2100180,Augusta Independent,1780000,305,False
1997,2100210,Ballard County,7648000,1400,False
1997,2100240,Barbourville Independent,3324000,684,False
1997,2100270,Bardstown Independent,8804000,1689,False
1997,2100300,Barren County,18463000,3582,False
1997,2100330,Bath County,10325000,1918,False
1997,2100360,Beechwood Independent,4502000,1012,False
1997,2100390,Bell County,19742000,3373,False
1997,2100420,Bellevue Independent,4824000,972,False
1997,2100480,Berea Independent,5729000,1075,False
1997,2100510,Boone County,60234000,12214,False
1997,2100540,Bourbon County,16395000,2807,False
1997,2100570,Bowling Green Independent,21410000,3373,False
1997,2100620,Boyd County,20073000,3671,False
1997,2100630,Boyle County,13749000,2652,False
1997,2100660,Bracken County,5704000,1230,False
1997,2100690,Breathitt County,15862000,2621,False
1997,2100720,Breckinridge County,14542000,2784,False
1997,2100750,Bullitt County,53894000,10274,False
1997,2100780,Burgin Independent,1867000,370,False
1997,2100810,Butler County,12523000,2411,False
1997,2100840,Caldwell County,10499000,2111,False
1997,2100870,Calloway County,18423000,3208,False
1997,2100900,Campbell County,24273000,4853,False
1997,2100930,Campbellsville Independent,7665000,1402,False
1997,2100960,Carlisle County,4349000,878,False
1997,2100990,Carroll County,10117000,1742,False
1997,2101020,Carter County,25479000,4852,False
1997,2101050,Casey County,13855000,2463,False
1997,2101110,Caverna Independent,5409000,914,False
1997,2101150,Christian County,48427000,8984,False
1997,2101200,Clark County,26597000,5325,False
1997,2101230,Clay County,25154000,4473,False
1997,2101260,Clinton County,10289000,1557,False
1997,2101290,Cloverport Independent,2164000,323,False
1997,2101320,Corbin Independent,10004000,1900,False
1997,2101350,Covington Independent,32741000,5025,False
1997,2101380,Crittenden County,8082000,1564,False
1997,2101410,Cumberland County,6521000,1211,False
1997,2101440,Danville Independent,10677000,1789,False
1997,2101470,Daviess County,53842000,10133,False
1997,2101500,Dawson Springs Independent,3489000,678,False
1997,2101530,Dayton Independent,7651000,1273,False
1997,2101590,East Bernstadt Independent,2370000,489,False
1997,2101620,Edmonson County,9669000,1887,False
1997,2101650,Elizabethtown Independent,10692000,2194,False
1997,2101680,Elliott County,7565000,1270,False
1997,2101710,Eminence Independent,3052000,532,False
1997,2101740,Erlanger-Elsmere Independent,11273000,2267,False
1997,2101760,Estill County,14836000,2711,False
1997,2101800,Fairview Independent,3580000,673,False
1997,2101860,Fayette County,199255000,34151,False
1997,2101920,Fleming County,13092000,2433,False
1997,2101950,Floyd County,39877000,7751,False
1997,2101980,Frankfort Independent,5832000,904,False
1997,2102010,Franklin County,28510000,5986,False
1997,2102040,Fort Thomas Independent,11816000,2376,False
1997,2102070,Fulton Independent,3744000,530,False
1997,2102100,Fulton County,5222000,874,False
1997,2102130,Gallatin County,5998000,1381,False
1997,2102160,Garrard County,10871000,2295,False
1997,2102220,Glasgow Independent,11206000,2171,False
1997,2102250,Grant County,15411000,3522,False
1997,2102280,Graves County,20211000,4438,False
1997,2102300,Grayson County,19702000,4170,False
1997,2102340,Green County,8378000,1773,False
1997,2102400,Greenup County,18168000,3426,False
1997,2102460,Hancock County,8626000,1550,False
1997,2102490,Hardin County,70066000,13057,False
1997,2102520,Harlan Independent,4855000,908,False
1997,2102540,Harlan County,28958000,5662,False
1997,2102580,Harrison County,16320000,3196,False
1997,2102610,HARRODSBURG INDEPENDENT,5406000,970,False
1997,2102640,Hart County,12554000,2392,False
1997,2102670,Hazard Independent,5772000,1136,False
1997,2102710,Henderson County,38924000,7402,False
1997,2102760,Henry County,11033000,2099,False
1997,2102790,Hickman County,4949000,848,False
1997,2102860,Hopkins County,38116000,7337,False
1997,2102910,Jackson Independent,1947000,365,False
1997,2102940,Jackson County,13520000,2520,False
1997,2102990,Jefferson County,586579000,99759,False
1997,2103000,Jenkins Independent,3909000,638,False
1997,2103030,Jessamine County,31702000,6260,False
1997,2103060,Johnson County,20330000,3822,False
1997,2103090,Kenton County,55488000,11913,False
1997,2103120,Knott County,21617000,3293,False
1997,2103150,Knox County,27847000,4838,False
1997,2103180,LaRue County,11586000,2328,False
1997,2103210,Laurel County,42867000,8389,False
1997,2103240,Lawrence County,14634000,2823,False
1997,2103270,Lee County,7772000,1446,False
1997,2103330,Leslie County,14904000,2432,False
1997,2103360,Letcher County,22893000,4121,False
1997,2103390,Lewis County,13192000,2546,False
1997,2103480,Lincoln County,21825000,3999,False
1997,2103510,Livingston County,7569000,1505,False
1997,2103540,Logan County,15571000,3275,False
1997,2103630,Ludlow Independent,5453000,1037,False
1997,2103690,Lyon County,4435000,972,False
1997,2103720,Madison County,43326000,8827,False
1997,2103750,Magoffin County,15203000,2788,False
1997,2103780,Marion County,16120000,2992,False
1997,2103810,Marshall County,24081000,4807,False
1997,2103840,Martin County,15166000,2813,False
1997,2103870,Mason County,15347000,2734,False
1997,2103900,Mayfield Independent,8306000,1375,False
1997,2103960,McCracken County,34285000,6757,False
1997,2103990,McCreary County,20018000,3376,False
1997,2104020,McLean County,8264000,1667,False
1997,2104050,Meade County,19901000,4514,False
1997,2104080,Menifee County,5885000,1090,False
1997,2104110,Mercer County,10474000,2104,False
1997,2104140,Metcalfe County,8363000,1668,False
1997,2104170,Middlesboro Independent,9496000,1786,False
1997,2104200,Monroe County,12790000,2078,False
1997,2104250,Montgomery County,20824000,3753,False
1997,2104260,MONTICELLO INDEPENDENT,4186000,843,False
1997,2104290,Morgan County,13238000,2402,False
1997,2104380,Murray Independent,10807000,1393,False
1997,2104410,Nelson County,20976000,4637,False
1997,2104440,Newport Independent,17303000,2808,False
1997,2104470,Nicholas County,6716000,1227,False
1997,2104500,Ohio County,20507000,4035,False
1997,2104530,Oldham County,39796000,7843,False
1997,2104560,Owen County,8755000,1906,False
1997,2104590,Owensboro Independent,27632000,4233,False
1997,2104620,Owsley County,6393000,930,False
1997,2104650,Paducah Independent,21112000,3353,False
1997,2104680,Paintsville Independent,4143000,835,False
1997,2104710,Paris Independent,4768000,774,False
1997,2104740,Pendleton County,13443000,2754,False
1997,2104770,Perry County,29490000,4957,False
1997,2104800,Pike County,64350000,11296,False
1997,2104830,Pikeville Independent,7339000,1330,False
1997,2104860,Pineville Independent,3063000,631,False
1997,2104890,Powell County,14695000,2677,False
1997,2104920,PROVIDENCE INDEPENDENT,2854000,513,False
1997,2104950,Pulaski County,37279000,7344,False
1997,2104980,Raceland-Worthington Independent,4436000,961,False
1997,2105040,Robertson County,2077000,391,False
1997,2105070,Rockcastle County,15885000,2954,False
1997,2105100,Rowan County,17932000,3153,False
1997,2105130,Russell Independent,10980000,2328,False
1997,2105160,Russell County,13486000,2785,False
1997,2105190,Russellville Independent,7316000,1358,False
1997,2105220,Science Hill Independent,2009000,419,False
1997,2105260,Scott County,28755000,5292,False
1997,2105320,Shelby County,23689000,4774,False
1997,2105370,Silver Grove Independent,1595000,254,False
1997,2105400,Simpson County,16198000,2915,False
1997,2105430,Somerset Independent,9161000,1663,False
1997,2105460,Southgate Independent,1159000,206,False
1997,2105490,Spencer County,9679000,1759,False
1997,2105520,Taylor County,12636000,2538,False
1997,2105550,Todd County,9447000,1929,False
1997,2105580,Trigg County,9715000,1954,False
1997,2105610,Trimble County,6812000,1406,False
1997,2105640,Union County,15273000,2619,False
1997,2105700,Walton-Verona Independent,5680000,981,False
1997,2105730,Warren County,51935000,10498,False
1997,2105760,Washington County,8931000,1770,False
1997,2105790,Wayne County,15781000,2762,False
1997,2105820,Webster County,11136000,2091,False
1997,2105850,West Point Independent,1192000,174,False
1997,2105880,Whitley County,23676000,4355,False
1997,2105910,Williamsburg Independent,4453000,829,False
1997,2105940,Williamstown Independent,4048000,671,False
1997,2105970,Wolfe County,8203000,1388,False
1997,2106000,Woodford County,18698000,3843,False
1998,2100030,Adair County,15846000,2650,False
1998,2100070,Allen County,14510000,3049,False
1998,2100081,Muhlenberg County,30999000,5322,False
1998,2100090,Anchorage Independent,4145000,450,False
1998,2100120,Anderson County,16434000,3504,False
1998,2100150,Ashland Independent,20394000,3443,False
1998,2100180,Augusta Independent,1780000,278,False
1998,2100210,Ballard County,7856000,1496,False
1998,2100240,Barbourville Independent,3562000,683,False
1998,2100270,Bardstown Independent,9887000,1814,False
1998,2100300,Barren County,20566000,3710,False
1998,2100330,Bath County,10722000,1930,False
1998,2100360,Beechwood Independent,5151000,1012,False
1998,2100390,Bell County,19058000,3246,False
1998,2100420,Bellevue Independent,5119000,1028,False
1998,2100480,Berea Independent,6098000,1103,False
1998,2100510,Boone County,66937000,12727,False
1998,2100540,Bourbon County,16292000,2770,False
1998,2100570,Bowling Green Independent,26660000,3434,False
1998,2100620,Boyd County,21164000,3806,False
1998,2100630,Boyle County,14904000,2785,False
1998,2100660,Bracken County,6020000,1219,False
1998,2100690,Breathitt County,16640000,2718,False
1998,2100720,Breckinridge County,15448000,2824,False
1998,2100750,Bullitt County,57836000,10767,False
1998,2100780,Burgin Independent,1816000,370,False
1998,2100810,Butler County,13401000,2330,False
1998,2100840,Caldwell County,10934000,2138,False
1998,2100870,Calloway County,18797000,3260,False
1998,2100900,Campbell County,25880000,4827,False
1998,2100930,Campbellsville Independent,7963000,1367,False
1998,2100960,Carlisle County,4635000,880,False
1998,2100990,Carroll County,12229000,1794,False
1998,2101020,Carter County,26722000,4770,False
1998,2101050,Casey County,14055000,2451,False
1998,2101110,Caverna Independent,5180000,970,False
1998,2101150,Christian County,51395000,9166,False
1998,2101200,Clark County,28292000,5266,False
1998,2101230,Clay County,26211000,4382,False
1998,2101260,Clinton County,10692000,1566,False
1998,2101290,Cloverport Independent,2198000,337,False
1998,2101320,Corbin Independent,10701000,1993,False
1998,2101350,Covington Independent,33282000,4959,False
1998,2101380,Crittenden County,8399000,1535,False
1998,2101410,Cumberland County,7101000,1239,False
1998,2101440,Danville Independent,10809000,1806,False
1998,2101470,Daviess County,54131000,10161,False
1998,2101500,Dawson Springs Independent,3722000,739,False
1998,2101530,Dayton Independent,7608000,1316,False
1998,2101590,East Bernstadt Independent,2586000,512,False
1998,2101620,Edmonson County,9930000,1965,False
1998,2101650,Elizabethtown Independent,10847000,2302,False
1998,2101680,Elliott County,7497000,1249,False
1998,2101710,Eminence Independent,3257000,547,False
1998,2101740,Erlanger-Elsmere Independent,11714000,2275,False
1998,2101760,Estill County,15281000,2796,False
1998,2101800,Fairview Independent,3599000,707,False
1998,2101860,Fayette County,220456000,33124,False
1998,2101920,Fleming County,14052000,2429,False
1998,2101950,Floyd County,40384000,7628,False
1998,2101980,Frankfort Independent,5883000,972,False
1998,2102010,Franklin County,30015000,5959,False
1998,2102040,Fort Thomas Independent,12594000,2380,False
1998,2102070,Fulton Independent,3912000,570,False
1998,2102100,Fulton County,5238000,901,False
1998,2102130,Gallatin County,6610000,1497,False
1998,2102160,Garrard County,11744000,2428,False
1998,2102220,Glasgow Independent,11571000,2169,False
1998,2102250,Grant County,16360000,3546,False
1998,2102280,Graves County,21329000,4534,False
1998,2102300,Grayson County,20399000,4128,False
1998,2102340,Green County,9016000,1700,False
1998,2102400,Greenup County,18176000,3444,False
1998,2102460,Hancock County,8799000,1527,False
1998,2102490,Hardin County,71016000,13277,False
1998,2102520,Harlan Independent,4986000,925,False
1998,2102540,Harlan County,30252000,5611,False
1998,2102580,Harrison County,17155000,3255,False
1998,2102610,HARRODSBURG INDEPENDENT,5860000,1029,False
1998,2102640,Hart County,13552000,2369,False
1998,2102670,Hazard Independent,6000000,1110,False
1998,2102710,Henderson County,39401000,7431,False
1998,2102760,Henry County,11424000,2145,False
1998,2102790,Hickman County,5770000,825,False
1998,2102860,Hopkins County,38947000,7317,False
