source_file,school,demographic_or_level,field,value
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,5.3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,5.3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,1.5
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,1.5
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,POSTSECONDARY CHANGE DIFFERENCE,-2.2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,POSTSECONDARY CHANGE RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,POSTSECONDARY CHANGE,-2.2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,GRADUATION CHANGE DIFFERENCE,0.8
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,GRADUATION CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,GRADUATION CHANGE,0.8
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH COMBINED INDICATOR RATE,63.3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,44.0
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATE,26.7
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,62.4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,POSTSECONDARY COMBINED INDICATOR RATE,58.9
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,POSTSECONDARY COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,GRADUATION COMBINED INDICATOR RATE,95.7
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,GRADUATION COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,OVERALL COMBINED INDICATOR RATE,58.6
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH INDICATOR STATUS,41.3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,48.0
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,OVERALL INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,67.4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH CHANGE DIFFERENCE,4.0
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH CHANGE,4.0
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,4.0
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,4.0
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,0.3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,0.3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH COMBINED INDICATOR RATE,45.3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,READING_MATH COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,52.0
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,67.7
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Economically Disadvantaged,OVERALL COMBINED INDICATOR RATE,49.4
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,READING_MATH INDICATOR STATUS,42.1
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,40.7
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,2
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,OVERALL INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,ENGLISH LEARNERS PROGRESS STATUS,63.8
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,ENGLISH LEARNERS PROGRESS STATUS RATING,4
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,74.4
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,READING_MATH CHANGE DIFFERENCE,-0.2
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,READING_MATH CHANGE RATING,3
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,READING_MATH CHANGE,-0.2
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,-5.7
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,2
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,-5.7
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,ENGLISH LEARNERS PROGRESS CHANGE DIFFERENCE,-0.7
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,ENGLISH LEARNERS PROGRESS CHANGE RATING,3
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,ENGLISH LEARNERS PROGRESS CHANGE,-0.7
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,0.3
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,0.3
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,READING_MATH COMBINED INDICATOR RATE,41.9
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,READING_MATH COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,35.0
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATE,63.1
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,74.7
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,OVERALL COMBINED INDICATOR RATE,41.5
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,OVERALL INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,ENGLISH LEARNERS PROGRESS STATUS,25.0
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,ENGLISH LEARNERS PROGRESS STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATE,25.0
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,OVERALL COMBINED INDICATOR RATE,25.0
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,READING_MATH INDICATOR STATUS,34.3
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,READING_MATH STATUS RATING,1
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,OVERALL INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,67.5
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,READING_MATH CHANGE DIFFERENCE,5.1
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,READING_MATH CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,READING_MATH CHANGE,5.1
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,-1.0
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,3
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,-1.0
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,READING_MATH COMBINED INDICATOR RATE,39.4
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,READING_MATH COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,66.5
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,English Learner including Monitored,OVERALL COMBINED INDICATOR RATE,41.6
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH INDICATOR STATUS,46.5
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,47.0
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,OVERALL INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,ENGLISH LEARNERS PROGRESS STATUS,62.7
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,ENGLISH LEARNERS PROGRESS STATUS RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,74.2
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH CHANGE DIFFERENCE,-1.3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH CHANGE RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH CHANGE,-1.3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,-8.0
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,1
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,-8.0
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,ENGLISH LEARNERS PROGRESS CHANGE DIFFERENCE,-2.2
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,ENGLISH LEARNERS PROGRESS CHANGE RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,ENGLISH LEARNERS PROGRESS CHANGE,-2.2
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,0.1
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,0.1
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH COMBINED INDICATOR RATE,45.2
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,39.0
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATE,60.5
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,74.3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,OVERALL COMBINED INDICATOR RATE,44.6
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH INDICATOR STATUS,56.0
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,GRADUATION RATE STATUS,93.8
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,GRADUATION RATE STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,OVERALL INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,ENGLISH LEARNERS PROGRESS STATUS,25.0
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,ENGLISH LEARNERS PROGRESS STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,62.7
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,POSTSECONDARY STATUS,75.6
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,POSTSECONDARY STATUS RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH CHANGE DIFFERENCE,12.9
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH CHANGE RATING,5
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH CHANGE,12.9
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,0.6
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,0.6
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,POSTSECONDARY CHANGE DIFFERENCE,7.8
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,POSTSECONDARY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,POSTSECONDARY CHANGE,7.8
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,GRADUATION CHANGE DIFFERENCE,-0.1
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,GRADUATION CHANGE RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,GRADUATION CHANGE,-0.1
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH COMBINED INDICATOR RATE,68.9
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATE,25.0
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,63.3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,POSTSECONDARY COMBINED INDICATOR RATE,83.4
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,POSTSECONDARY COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,GRADUATION COMBINED INDICATOR RATE,93.7
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,GRADUATION COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,OVERALL COMBINED INDICATOR RATE,71.4
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH INDICATOR STATUS,46.9
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,51.0
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,OVERALL INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,68.7
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH CHANGE DIFFERENCE,7.3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH CHANGE RATING,5
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH CHANGE,7.3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,6.8
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,5
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,6.8
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,2.8
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,2.8
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH COMBINED INDICATOR RATE,54.2
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,READING_MATH COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,57.8
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,71.5
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Hispanic or Latino,OVERALL COMBINED INDICATOR RATE,56.6
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),READING_MATH INDICATOR STATUS,25.1
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),READING_MATH STATUS RATING,1
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,28.9
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,1
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),OVERALL INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,77.8
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),READING_MATH CHANGE DIFFERENCE,-4.7
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),READING_MATH CHANGE RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),READING_MATH CHANGE,-4.7
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,-6.5
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,-6.5
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,4.7
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,5
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,4.7
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),READING_MATH COMBINED INDICATOR RATE,20.4
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),READING_MATH COMBINED INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,22.4
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,82.5
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,5
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),OVERALL COMBINED INDICATOR RATE,23.9
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),OVERALL INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,63.8
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,63.8
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),OVERALL COMBINED INDICATOR RATE,63.8
