year,leaid,district,math_pct_prof_midpt,read_pct_prof_midpt
2018,2101290,Cloverport Independent,42.0,52.0
2018,2101320,Corbin Independent,61.0,63.0
2018,2101350,Covington Independent,30.0,41.0
2018,2101380,Crittenden County,43.0,50.0
2018,2101410,Cumberland County,45.0,57.0
2018,2101440,Danville Independent,40.0,51.0
2018,2101470,Daviess County,50.0,57.0
2018,2101500,Dawson Springs Independent,37.0,45.0
2018,2101530,Dayton Independent,36.0,44.0
2018,2101590,East Bernstadt Independent,59.0,71.0
2018,2101620,Edmonson County,57.0,61.0
2018,2101650,Elizabethtown Independent,51.0,62.0
2018,2101680,Elliott County,37.0,52.0
2018,2101710,Eminence Independent,34.0,49.0
2018,2101740,Erlanger-Elsmere Independent,31.0,43.0
2018,2101760,Estill County,43.0,46.0
2018,2101800,Fairview Independent,21.0,41.0
2018,2101860,Fayette County,51.0,58.0
2018,2101920,Fleming County,55.0,58.0
2018,2101950,Floyd County,37.0,57.0
2018,2101980,Frankfort Independent,49.0,56.0
2018,2102010,Franklin County,40.0,51.0
2018,2102040,Fort Thomas Independent,70.0,77.0
2018,2102070,Fulton Independent,27.0,37.0
2018,2102100,Fulton County,31.0,34.0
2018,2102130,Gallatin County,35.0,47.0
2018,2102160,Garrard County,40.0,53.0
2018,2102220,Glasgow Independent,53.0,56.0
2018,2102250,Grant County,38.0,48.0
2018,2102280,Graves County,56.0,66.0
2018,2102300,Grayson County,50.0,57.0
2018,2102340,Green County,53.0,59.0
2018,2102400,Greenup County,42.0,53.0
2018,2102460,Hancock County,44.0,59.0
2018,2102490,Hardin County,43.0,53.0
2018,2102520,Harlan Independent,56.0,63.0
2018,2102540,Harlan County,42.0,59.0
2018,2102580,Harrison County,46.0,51.0
2018,2102640,Hart County,42.0,58.0
2018,2102670,Hazard Independent,48.0,59.0
2018,2102710,Henderson County,59.0,57.0
2018,2102760,Henry County,42.0,47.0
2018,2102790,Hickman County,51.0,54.0
2018,2102860,Hopkins County,50.0,60.0
2018,2102910,Jackson Independent,47.0,67.0
2018,2102940,Jackson County,39.0,57.0
2018,2102990,Jefferson County,36.0,46.0
2018,2103000,Jenkins Independent,23.0,48.0
2018,2103030,Jessamine County,45.0,57.0
2018,2103060,Johnson County,49.0,62.0
2018,2103090,Kenton County,55.0,62.0
2018,2103120,Knott County,38.0,55.0
2018,2103150,Knox County,44.0,57.0
2018,2103180,LaRue County,46.0,59.0
2018,2103210,Laurel County,60.0,67.0
2018,2103240,Lawrence County,40.0,60.0
2018,2103270,Lee County,39.0,52.0
2018,2103330,Leslie County,45.0,59.0
2018,2103360,Letcher County,44.0,57.0
2018,2103390,Lewis County,38.0,47.0
2018,2103480,Lincoln County,38.0,51.0
2018,2103510,Livingston County,37.0,56.0
2018,2103540,Logan County,52.0,58.0
2018,2103630,Ludlow Independent,43.0,59.0
2018,2103690,Lyon County,60.0,65.0
2018,2103720,Madison County,47.0,61.0
2018,2103750,Magoffin County,46.0,56.0
2018,2103780,Marion County,49.0,55.0
2018,2103810,Marshall County,36.0,54.0
2018,2103840,Martin County,35.0,52.0
2018,2103870,Mason County,43.0,51.0
2018,2103900,Mayfield Independent,39.0,46.0
2018,2103960,McCracken County,56.0,67.0
2018,2103990,McCreary County,45.0,54.0
2018,2104020,McLean County,54.0,61.0
2018,2104050,Meade County,56.0,60.0
2018,2104080,Menifee County,36.0,50.0
2018,2104110,Mercer County,42.0,58.0
2018,2104140,Metcalfe County,28.0,43.0
2018,2104170,Middlesboro Independent,34.0,51.0
2018,2104200,Monroe County,59.0,64.0
2018,2104250,Montgomery County,45.0,58.0
2018,2104290,Morgan County,44.0,56.0
2018,2104380,Murray Independent,73.0,77.0
2018,2104410,Nelson County,40.0,54.0
2018,2104440,Newport Independent,25.0,32.0
2018,2104470,Nicholas County,44.0,49.0
2018,2104500,Ohio County,44.0,57.0
2018,2104530,Oldham County,63.0,69.0
2018,2104560,Owen County,43.0,50.0
2018,2104590,Owensboro Independent,43.0,50.0
2018,2104620,Owsley County,30.0,45.0
2018,2104650,Paducah Independent,36.0,53.0
2018,2104680,Paintsville Independent,53.0,69.0
2018,2104710,Paris Independent,30.0,36.0
2018,2104740,Pendleton County,37.0,51.0
2018,2104770,Perry County,46.0,61.0
2018,2104800,Pike County,48.0,60.0
2018,2104830,Pikeville Independent,68.0,72.0
2018,2104860,Pineville Independent,30.0,56.0
2018,2104890,Powell County,39.0,50.0
2018,2104950,Pulaski County,61.0,66.0
2018,2104980,Raceland-Worthington Independent,40.0,59.0
2018,2105040,Robertson County,48.0,59.0
2018,2105070,Rockcastle County,44.0,58.0
2018,2105100,Rowan County,47.0,53.0
2018,2105130,Russell Independent,62.0,67.0
2018,2105160,Russell County,52.0,58.0
2018,2105190,Russellville Independent,32.0,44.0
2018,2105220,Science Hill Independent,57.0,70.0
2018,2105260,Scott County,46.0,60.0
2018,2105320,Shelby County,36.0,48.0
2018,2105370,Silver Grove Independent,17.0,37.0
2018,2105400,Simpson County,47.0,55.0
2018,2105430,Somerset Independent,53.0,62.0
2018,2105460,Southgate Independent,37.0,57.0
2018,2105490,Spencer County,55.0,65.0
2018,2105520,Taylor County,46.0,55.0
2018,2105550,Todd County,39.0,54.0
2018,2105580,Trigg County,43.0,56.0
2018,2105610,Trimble County,24.0,43.0
2018,2105640,Union County,40.0,53.0
2018,2105700,Walton-Verona Independent,50.0,64.0
2018,2105730,Warren County,48.0,59.0
2018,2105760,Washington County,46.0,56.0
2018,2105790,Wayne County,41.0,54.0
2018,2105820,Webster County,42.0,50.0
2018,2105850,West Point Independent,27.0,27.0
2018,2105880,Whitley County,58.0,68.0
2018,2105910,Williamsburg Independent,38.0,60.0
2018,2105940,Williamstown Independent,44.0,54.0
2018,2105970,Wolfe County,31.0,47.0
2018,2106000,Woodford County,60.0,66.0
