year,leaid,district,math_pct_prof_midpt,read_pct_prof_midpt
2014,2103120,Knott County,40.0,52.0
2014,2103150,Knox County,31.0,45.0
2014,2103180,LaRue County,54.0,58.0
2014,2103210,Laurel County,53.0,59.0
2014,2103240,Lawrence County,34.0,53.0
2014,2103270,Lee County,46.0,54.0
2014,2103330,Leslie County,36.0,52.0
2014,2103360,Letcher County,41.0,56.0
2014,2103390,Lewis County,33.0,43.0
2014,2103480,Lincoln County,34.0,50.0
2014,2103510,Livingston County,38.0,53.0
2014,2103540,Logan County,54.0,59.0
2014,2103630,Ludlow Independent,36.0,50.0
2014,2103690,Lyon County,49.0,59.0
2014,2103720,Madison County,43.0,59.0
2014,2103750,Magoffin County,36.0,52.0
2014,2103780,Marion County,49.0,57.0
2014,2103810,Marshall County,52.0,66.0
2014,2103840,Martin County,37.0,50.0
2014,2103870,Mason County,46.0,53.0
2014,2103900,Mayfield Independent,45.0,49.0
2014,2103960,McCracken County,55.0,68.0
2014,2103990,McCreary County,38.0,46.0
2014,2104020,McLean County,43.0,57.0
2014,2104050,Meade County,52.0,59.0
2014,2104080,Menifee County,25.0,46.0
2014,2104110,Mercer County,35.0,56.0
2014,2104140,Metcalfe County,44.0,49.0
2014,2104170,Middlesboro Independent,29.0,47.0
2014,2104200,Monroe County,48.0,56.0
2014,2104250,Montgomery County,54.0,61.0
2014,2104290,Morgan County,46.0,58.0
2014,2104380,Murray Independent,71.0,74.0
2014,2104410,Nelson County,44.0,55.0
2014,2104440,Newport Independent,27.0,27.0
2014,2104470,Nicholas County,39.0,53.0
2014,2104500,Ohio County,41.0,49.0
2014,2104530,Oldham County,60.0,69.0
2014,2104560,Owen County,37.0,51.0
2014,2104590,Owensboro Independent,37.0,48.0
2014,2104620,Owsley County,23.0,34.0
2014,2104650,Paducah Independent,32.0,46.0
2014,2104680,Paintsville Independent,44.0,64.0
2014,2104710,Paris Independent,29.0,43.0
2014,2104740,Pendleton County,39.0,47.0
2014,2104770,Perry County,38.0,53.0
2014,2104800,Pike County,40.0,53.0
2014,2104830,Pikeville Independent,54.0,74.0
2014,2104860,Pineville Independent,32.0,57.0
2014,2104890,Powell County,39.0,52.0
2014,2104950,Pulaski County,54.0,61.0
2014,2104980,Raceland-Worthington Independent,44.0,54.0
2014,2105040,Robertson County,22.0,42.0
2014,2105070,Rockcastle County,41.0,54.0
2014,2105100,Rowan County,43.0,54.0
2014,2105130,Russell Independent,59.0,67.0
2014,2105160,Russell County,44.0,53.0
2014,2105190,Russellville Independent,28.0,40.0
2014,2105220,Science Hill Independent,43.0,68.0
2014,2105260,Scott County,50.0,60.0
2014,2105320,Shelby County,39.0,53.0
2014,2105370,Silver Grove Independent,17.0,22.0
2014,2105400,Simpson County,43.0,55.0
2014,2105430,Somerset Independent,50.0,63.0
2014,2105460,Southgate Independent,37.0,52.0
2014,2105490,Spencer County,51.0,61.0
2014,2105520,Taylor County,40.0,48.0
2014,2105550,Todd County,43.0,49.0
2014,2105580,Trigg County,39.0,54.0
2014,2105610,Trimble County,36.0,49.0
2014,2105640,Union County,40.0,50.0
2014,2105700,Walton-Verona Independent,55.0,71.0
2014,2105730,Warren County,48.0,57.0
2014,2105760,Washington County,38.0,51.0
2014,2105790,Wayne County,38.0,47.0
2014,2105820,Webster County,44.0,46.0
2014,2105850,West Point Independent,37.0,37.0
2014,2105880,Whitley County,46.0,61.0
2014,2105910,Williamsburg Independent,37.0,53.0
2014,2105940,Williamstown Independent,51.0,58.0
2014,2105970,Wolfe County,35.0,51.0
2014,2106000,Woodford County,52.0,62.0
2015,2100030,Adair County,44.0,49.0
2015,2100070,Allen County,50.0,60.0
2015,2100081,Muhlenberg County,47.0,59.0
2015,2100090,Anchorage Independent,89.0,88.0
2015,2100120,Anderson County,51.0,60.0
2015,2100150,Ashland Independent,45.0,58.0
2015,2100180,Augusta Independent,32.0,47.0
2015,2100210,Ballard County,46.0,60.0
2015,2100240,Barbourville Independent,48.0,55.0
2015,2100270,Bardstown Independent,46.0,52.0
2015,2100300,Barren County,50.0,56.0
2015,2100330,Bath County,46.0,53.0
2015,2100360,Beechwood Independent,72.0,77.0
2015,2100390,Bell County,41.0,54.0
2015,2100420,Bellevue Independent,33.0,41.0
2015,2100480,Berea Independent,33.0,51.0
2015,2100510,Boone County,54.0,62.0
2015,2100540,Bourbon County,45.0,56.0
2015,2100570,Bowling Green Independent,50.0,59.0
2015,2100620,Boyd County,46.0,58.0
2015,2100630,Boyle County,66.0,72.0
2015,2100660,Bracken County,38.0,51.0
2015,2100690,Breathitt County,31.0,40.0
2015,2100720,Breckinridge County,61.0,60.0
2015,2100750,Bullitt County,49.0,56.0
2015,2100780,Burgin Independent,46.0,59.0
2015,2100810,Butler County,40.0,47.0
2015,2100840,Caldwell County,52.0,57.0
2015,2100870,Calloway County,58.0,64.0
2015,2100900,Campbell County,61.0,63.0
2015,2100930,Campbellsville Independent,42.0,51.0
2015,2100960,Carlisle County,47.0,52.0
2015,2100990,Carroll County,39.0,44.0
2015,2101020,Carter County,51.0,61.0
2015,2101050,Casey County,62.0,59.0
2015,2101110,Caverna Independent,28.0,38.0
2015,2101150,Christian County,43.0,50.0
2015,2101200,Clark County,52.0,58.0
2015,2101230,Clay County,43.0,54.0
2015,2101260,Clinton County,38.0,50.0
2015,2101290,Cloverport Independent,48.0,56.0
2015,2101320,Corbin Independent,59.0,66.0
2015,2101350,Covington Independent,37.0,38.0
2015,2101380,Crittenden County,45.0,57.0
2015,2101410,Cumberland County,49.0,55.0
2015,2101440,Danville Independent,39.0,51.0
2015,2101470,Daviess County,56.0,63.0
2015,2101500,Dawson Springs Independent,45.0,47.0
2015,2101530,Dayton Independent,46.0,46.0
2015,2101590,East Bernstadt Independent,54.0,61.0
2015,2101620,Edmonson County,54.0,62.0
2015,2101650,Elizabethtown Independent,52.0,62.0
2015,2101680,Elliott County,28.0,46.0
2015,2101710,Eminence Independent,35.0,55.0
2015,2101740,Erlanger-Elsmere Independent,39.0,49.0
2015,2101760,Estill County,39.0,42.0
2015,2101800,Fairview Independent,35.0,48.0
2015,2101860,Fayette County,50.0,57.0
2015,2101920,Fleming County,50.0,54.0
2015,2101950,Floyd County,59.0,69.0
2015,2101980,Frankfort Independent,31.0,47.0
2015,2102010,Franklin County,43.0,52.0
2015,2102040,Fort Thomas Independent,77.0,79.0
2015,2102070,Fulton Independent,27.0,42.0
2015,2102100,Fulton County,39.0,52.0
2015,2102130,Gallatin County,36.0,45.0
2015,2102160,Garrard County,44.0,50.0
2015,2102220,Glasgow Independent,56.0,55.0
2015,2102250,Grant County,40.0,51.0
2015,2102280,Graves County,55.0,63.0
2015,2102300,Grayson County,49.0,57.0
2015,2102340,Green County,46.0,57.0
2015,2102400,Greenup County,45.0,54.0
2015,2102460,Hancock County,41.0,56.0
2015,2102490,Hardin County,48.0,54.0
2015,2102520,Harlan Independent,51.0,66.0
2015,2102540,Harlan County,43.0,56.0
2015,2102580,Harrison County,45.0,52.0
2015,2102640,Hart County,43.0,54.0
2015,2102670,Hazard Independent,52.0,63.0
2015,2102710,Henderson County,62.0,61.0
2015,2102760,Henry County,37.0,48.0
2015,2102790,Hickman County,41.0,58.0
2015,2102860,Hopkins County,55.0,59.0
2015,2102910,Jackson Independent,47.0,57.0
2015,2102940,Jackson County,37.0,49.0
2015,2102990,Jefferson County,44.0,48.0
2015,2103000,Jenkins Independent,44.0,54.0
2015,2103030,Jessamine County,49.0,58.0
2015,2103060,Johnson County,51.0,64.0
2015,2103090,Kenton County,56.0,62.0
2015,2103120,Knott County,46.0,56.0
2015,2103150,Knox County,41.0,47.0
2015,2103180,LaRue County,56.0,61.0
2015,2103210,Laurel County,57.0,64.0
2015,2103240,Lawrence County,32.0,53.0
2015,2103270,Lee County,48.0,56.0
2015,2103330,Leslie County,43.0,56.0
2015,2103360,Letcher County,44.0,58.0
2015,2103390,Lewis County,41.0,47.0
2015,2103480,Lincoln County,39.0,53.0
2015,2103510,Livingston County,41.0,55.0
2015,2103540,Logan County,55.0,61.0
2015,2103630,Ludlow Independent,45.0,52.0
2015,2103690,Lyon County,54.0,57.0
2015,2103720,Madison County,48.0,60.0
2015,2103750,Magoffin County,40.0,54.0
2015,2103780,Marion County,57.0,56.0
2015,2103810,Marshall County,46.0,64.0
2015,2103840,Martin County,35.0,48.0
2015,2103870,Mason County,44.0,51.0
2015,2103900,Mayfield Independent,43.0,50.0
2015,2103960,McCracken County,58.0,67.0
2015,2103990,McCreary County,42.0,49.0
2015,2104020,McLean County,46.0,56.0
2015,2104050,Meade County,61.0,59.0
2015,2104080,Menifee County,27.0,45.0
2015,2104110,Mercer County,33.0,53.0
2015,2104140,Metcalfe County,39.0,48.0
2015,2104170,Middlesboro Independent,28.0,44.0
2015,2104200,Monroe County,51.0,60.0
2015,2104250,Montgomery County,56.0,61.0
2015,2104290,Morgan County,51.0,59.0
2015,2104380,Murray Independent,77.0,75.0
2015,2104410,Nelson County,48.0,55.0
2015,2104440,Newport Independent,32.0,33.0
2015,2104470,Nicholas County,41.0,54.0
2015,2104500,Ohio County,42.0,52.0
2015,2104530,Oldham County,64.0,69.0
2015,2104560,Owen County,43.0,52.0
2015,2104590,Owensboro Independent,41.0,51.0
2015,2104620,Owsley County,33.0,45.0
2015,2104650,Paducah Independent,37.0,47.0
2015,2104680,Paintsville Independent,52.0,67.0
2015,2104710,Paris Independent,31.0,39.0
2015,2104740,Pendleton County,46.0,51.0
2015,2104770,Perry County,44.0,55.0
2015,2104800,Pike County,50.0,59.0
2015,2104830,Pikeville Independent,64.0,76.0
2015,2104860,Pineville Independent,34.0,49.0
2015,2104890,Powell County,42.0,50.0
2015,2104950,Pulaski County,57.0,63.0
2015,2104980,Raceland-Worthington Independent,49.0,56.0
2015,2105040,Robertson County,47.0,52.0
2015,2105070,Rockcastle County,49.0,57.0
2015,2105100,Rowan County,48.0,55.0
2015,2105130,Russell Independent,58.0,64.0
2015,2105160,Russell County,48.0,58.0
2015,2105190,Russellville Independent,37.0,46.0
2015,2105220,Science Hill Independent,46.0,67.0
2015,2105260,Scott County,54.0,62.0
2015,2105320,Shelby County,40.0,53.0
2015,2105370,Silver Grove Independent,17.0,22.0
2015,2105400,Simpson County,48.0,53.0
2015,2105430,Somerset Independent,53.0,66.0
2015,2105460,Southgate Independent,47.0,52.0
2015,2105490,Spencer County,57.0,64.0
2015,2105520,Taylor County,48.0,57.0
2015,2105550,Todd County,45.0,48.0
2015,2105580,Trigg County,37.0,56.0
2015,2105610,Trimble County,37.0,53.0
2015,2105640,Union County,45.0,49.0
2015,2105700,Walton-Verona Independent,57.0,65.0
2015,2105730,Warren County,51.0,59.0
2015,2105760,Washington County,46.0,55.0
2015,2105790,Wayne County,40.0,46.0
2015,2105820,Webster County,44.0,44.0
2015,2105850,West Point Independent,37.0,57.0
2015,2105880,Whitley County,54.0,63.0
2015,2105910,Williamsburg Independent,37.0,46.0
2015,2105940,Williamstown Independent,52.0,60.0
2015,2105970,Wolfe County,40.0,56.0
2015,2106000,Woodford County,58.0,63.0
2016,2100030,Adair County,44.0,52.0
2016,2100070,Allen County,51.0,59.0
2016,2100081,Muhlenberg County,47.0,59.0
2016,2100090,Anchorage Independent,83.0,89.0
2016,2100120,Anderson County,46.0,56.0
2016,2100150,Ashland Independent,43.0,59.0
2016,2100180,Augusta Independent,42.0,52.0
2016,2100210,Ballard County,47.0,59.0
2016,2100240,Barbourville Independent,44.0,57.0
2016,2100270,Bardstown Independent,39.0,56.0
2016,2100300,Barren County,48.0,59.0
2016,2100330,Bath County,46.0,56.0
2016,2100360,Beechwood Independent,65.0,74.0
2016,2100390,Bell County,44.0,59.0
2016,2100420,Bellevue Independent,37.0,45.0
2016,2100480,Berea Independent,30.0,48.0
2016,2100510,Boone County,51.0,61.0
2016,2100540,Bourbon County,41.0,54.0
2016,2100570,Bowling Green Independent,51.0,58.0
2016,2100620,Boyd County,41.0,55.0
2016,2100630,Boyle County,66.0,74.0
2016,2100660,Bracken County,41.0,52.0
2016,2100690,Breathitt County,37.0,45.0
2016,2100720,Breckinridge County,54.0,58.0
2016,2100750,Bullitt County,47.0,55.0
2016,2100780,Burgin Independent,48.0,61.0
2016,2100810,Butler County,33.0,47.0
2016,2100840,Caldwell County,50.0,55.0
2016,2100870,Calloway County,56.0,59.0
2016,2100900,Campbell County,56.0,64.0
2016,2100930,Campbellsville Independent,42.0,50.0
2016,2100960,Carlisle County,51.0,54.0
2016,2100990,Carroll County,34.0,43.0
2016,2101020,Carter County,52.0,60.0
2016,2101050,Casey County,60.0,62.0
2016,2101110,Caverna Independent,20.0,44.0
2016,2101150,Christian County,38.0,46.0
2016,2101200,Clark County,50.0,58.0
2016,2101230,Clay County,47.0,55.0
2016,2101260,Clinton County,36.0,45.0
2016,2101290,Cloverport Independent,46.0,55.0
2016,2101320,Corbin Independent,55.0,64.0
2016,2101350,Covington Independent,39.0,42.0
2016,2101380,Crittenden County,36.0,56.0
2016,2101410,Cumberland County,46.0,55.0
2016,2101440,Danville Independent,37.0,50.0
2016,2101470,Daviess County,51.0,59.0
2016,2101500,Dawson Springs Independent,38.0,41.0
2016,2101530,Dayton Independent,41.0,46.0
2016,2101590,East Bernstadt Independent,54.0,65.0
2016,2101620,Edmonson County,52.0,60.0
2016,2101650,Elizabethtown Independent,49.0,58.0
2016,2101680,Elliott County,31.0,49.0
2016,2101710,Eminence Independent,33.0,48.0
2016,2101740,Erlanger-Elsmere Independent,33.0,45.0
2016,2101760,Estill County,39.0,45.0
2016,2101800,Fairview Independent,21.0,44.0
2016,2101860,Fayette County,49.0,57.0
2016,2101920,Fleming County,56.0,58.0
2016,2101950,Floyd County,58.0,70.0
2016,2101980,Frankfort Independent,35.0,46.0
2016,2102010,Franklin County,39.0,53.0
2016,2102040,Fort Thomas Independent,72.0,79.0
2016,2102070,Fulton Independent,17.0,32.0
2016,2102100,Fulton County,34.0,47.0
2016,2102130,Gallatin County,38.0,46.0
2016,2102160,Garrard County,40.0,52.0
2016,2102220,Glasgow Independent,55.0,53.0
2016,2102250,Grant County,37.0,50.0
2016,2102280,Graves County,59.0,66.0
2016,2102300,Grayson County,53.0,59.0
2016,2102340,Green County,46.0,53.0
2016,2102400,Greenup County,42.0,54.0
2016,2102460,Hancock County,43.0,56.0
2016,2102490,Hardin County,45.0,53.0
2016,2102520,Harlan Independent,42.0,62.0
2016,2102540,Harlan County,40.0,58.0
2016,2102580,Harrison County,45.0,51.0
2016,2102640,Hart County,39.0,51.0
2016,2102670,Hazard Independent,60.0,69.0
2016,2102710,Henderson County,61.0,60.0
2016,2102760,Henry County,32.0,45.0
2016,2102790,Hickman County,34.0,54.0
2016,2102860,Hopkins County,51.0,59.0
2016,2102910,Jackson Independent,42.0,62.0
2016,2102940,Jackson County,39.0,53.0
2016,2102990,Jefferson County,41.0,47.0
2016,2103000,Jenkins Independent,47.0,57.0
2016,2103030,Jessamine County,44.0,58.0
2016,2103060,Johnson County,53.0,64.0
2016,2103090,Kenton County,55.0,62.0
2016,2103120,Knott County,48.0,59.0
2016,2103150,Knox County,40.0,51.0
2016,2103180,LaRue County,53.0,59.0
2016,2103210,Laurel County,58.0,66.0
2016,2103240,Lawrence County,36.0,53.0
2016,2103270,Lee County,48.0,56.0
2016,2103330,Leslie County,50.0,59.0
2016,2103360,Letcher County,44.0,60.0
2016,2103390,Lewis County,40.0,47.0
2016,2103480,Lincoln County,37.0,51.0
2016,2103510,Livingston County,40.0,57.0
2016,2103540,Logan County,54.0,59.0
2016,2103630,Ludlow Independent,37.0,54.0
2016,2103690,Lyon County,48.0,57.0
2016,2103720,Madison County,48.0,60.0
2016,2103750,Magoffin County,49.0,54.0
2016,2103780,Marion County,52.0,55.0
2016,2103810,Marshall County,38.0,58.0
2016,2103840,Martin County,36.0,51.0
2016,2103870,Mason County,40.0,52.0
2016,2103900,Mayfield Independent,45.0,50.0
2016,2103960,McCracken County,59.0,68.0
2016,2103990,McCreary County,45.0,53.0
2016,2104020,McLean County,47.0,54.0
2016,2104050,Meade County,59.0,62.0
2016,2104080,Menifee County,24.0,49.0
2016,2104110,Mercer County,36.0,53.0
2016,2104140,Metcalfe County,34.0,46.0
2016,2104170,Middlesboro Independent,38.0,52.0
2016,2104200,Monroe County,55.0,61.0
2016,2104250,Montgomery County,51.0,58.0
2016,2104290,Morgan County,49.0,61.0
2016,2104380,Murray Independent,78.0,79.0
2016,2104410,Nelson County,42.0,54.0
2016,2104440,Newport Independent,30.0,35.0
2016,2104470,Nicholas County,38.0,54.0
2016,2104500,Ohio County,39.0,53.0
2016,2104530,Oldham County,61.0,68.0
2016,2104560,Owen County,42.0,48.0
2016,2104590,Owensboro Independent,42.0,49.0
2016,2104620,Owsley County,32.0,43.0
2016,2104650,Paducah Independent,37.0,49.0
2016,2104680,Paintsville Independent,60.0,69.0
2016,2104710,Paris Independent,31.0,40.0
2016,2104740,Pendleton County,41.0,53.0
2016,2104770,Perry County,44.0,56.0
2016,2104800,Pike County,50.0,62.0
2016,2104830,Pikeville Independent,68.0,76.0
2016,2104860,Pineville Independent,30.0,49.0
2016,2104890,Powell County,42.0,51.0
2016,2104950,Pulaski County,61.0,65.0
2016,2104980,Raceland-Worthington Independent,48.0,59.0
2016,2105040,Robertson County,43.0,64.0
2016,2105070,Rockcastle County,48.0,60.0
2016,2105100,Rowan County,48.0,55.0
2016,2105130,Russell Independent,55.0,66.0
2016,2105160,Russell County,52.0,58.0
2016,2105190,Russellville Independent,35.0,46.0
2016,2105220,Science Hill Independent,51.0,66.0
2016,2105260,Scott County,47.0,60.0
2016,2105320,Shelby County,36.0,49.0
2016,2105370,Silver Grove Independent,12.0,32.0
2016,2105400,Simpson County,44.0,52.0
2016,2105430,Somerset Independent,54.0,64.0
2016,2105460,Southgate Independent,37.0,47.0
2016,2105490,Spencer County,55.0,64.0
2016,2105520,Taylor County,44.0,58.0
2016,2105550,Todd County,41.0,46.0
2016,2105580,Trigg County,32.0,51.0
2016,2105610,Trimble County,30.0,49.0
2016,2105640,Union County,37.0,51.0
2016,2105700,Walton-Verona Independent,57.0,63.0
2016,2105730,Warren County,48.0,58.0
2016,2105760,Washington County,42.0,54.0
2016,2105790,Wayne County,40.0,49.0
2016,2105820,Webster County,46.0,50.0
2016,2105850,West Point Independent,42.0,42.0
2016,2105880,Whitley County,53.0,66.0
2016,2105910,Williamsburg Independent,32.0,49.0
2016,2105940,Williamstown Independent,50.0,59.0
2016,2105970,Wolfe County,36.0,54.0
2016,2106000,Woodford County,61.0,64.0
2017,2100030,Adair County,44.0,50.0
2017,2100070,Allen County,46.0,58.0
2017,2100081,Muhlenberg County,49.0,61.0
2017,2100090,Anchorage Independent,82.0,91.0
2017,2100120,Anderson County,43.0,57.0
2017,2100150,Ashland Independent,44.0,59.0
2017,2100180,Augusta Independent,32.0,47.0
2017,2100210,Ballard County,45.0,57.0
2017,2100240,Barbourville Independent,54.0,65.0
2017,2100270,Bardstown Independent,41.0,56.0
2017,2100300,Barren County,50.0,58.0
2017,2100330,Bath County,43.0,53.0
2017,2100360,Beechwood Independent,70.0,73.0
2017,2100390,Bell County,43.0,57.0
2017,2100420,Bellevue Independent,40.0,47.0
2017,2100480,Berea Independent,36.0,49.0
2017,2100510,Boone County,52.0,60.0
2017,2100540,Bourbon County,43.0,54.0
2017,2100570,Bowling Green Independent,48.0,58.0
2017,2100620,Boyd County,43.0,56.0
2017,2100630,Boyle County,69.0,76.0
2017,2100660,Bracken County,36.0,52.0
2017,2100690,Breathitt County,36.0,49.0
2017,2100720,Breckinridge County,56.0,58.0
2017,2100750,Bullitt County,45.0,54.0
2017,2100780,Burgin Independent,50.0,63.0
2017,2100810,Butler County,37.0,46.0
2017,2100840,Caldwell County,52.0,56.0
2017,2100870,Calloway County,53.0,61.0
2017,2100900,Campbell County,55.0,63.0
2017,2100930,Campbellsville Independent,46.0,51.0
2017,2100960,Carlisle County,44.0,52.0
2017,2100990,Carroll County,32.0,41.0
2017,2101020,Carter County,53.0,59.0
2017,2101050,Casey County,55.0,59.0
2017,2101110,Caverna Independent,29.0,44.0
2017,2101150,Christian County,40.0,45.0
2017,2101200,Clark County,53.0,58.0
2017,2101230,Clay County,45.0,57.0
2017,2101260,Clinton County,32.0,45.0
2017,2101290,Cloverport Independent,43.0,51.0
2017,2101320,Corbin Independent,54.0,62.0
2017,2101350,Covington Independent,34.0,43.0
2017,2101380,Crittenden County,39.0,49.0
2017,2101410,Cumberland County,45.0,52.0
2017,2101440,Danville Independent,40.0,50.0
2017,2101470,Daviess County,51.0,59.0
2017,2101500,Dawson Springs Independent,33.0,42.0
2017,2101530,Dayton Independent,41.0,45.0
2017,2101590,East Bernstadt Independent,56.0,72.0
2017,2101620,Edmonson County,51.0,63.0
2017,2101650,Elizabethtown Independent,51.0,60.0
2017,2101680,Elliott County,36.0,51.0
2017,2101710,Eminence Independent,34.0,47.0
2017,2101740,Erlanger-Elsmere Independent,35.0,47.0
2017,2101760,Estill County,41.0,50.0
2017,2101800,Fairview Independent,24.0,43.0
2017,2101860,Fayette County,50.0,56.0
2017,2101920,Fleming County,59.0,54.0
2017,2101950,Floyd County,52.0,66.0
2017,2101980,Frankfort Independent,45.0,50.0
2017,2102010,Franklin County,41.0,50.0
2017,2102040,Fort Thomas Independent,76.0,79.0
2017,2102070,Fulton Independent,27.0,37.0
2017,2102100,Fulton County,50.0,59.0
2017,2102130,Gallatin County,37.0,49.0
2017,2102160,Garrard County,37.0,50.0
2017,2102220,Glasgow Independent,55.0,54.0
2017,2102250,Grant County,40.0,49.0
2017,2102280,Graves County,61.0,68.0
2017,2102300,Grayson County,51.0,60.0
2017,2102340,Green County,43.0,56.0
2017,2102400,Greenup County,43.0,54.0
2017,2102460,Hancock County,46.0,60.0
2017,2102490,Hardin County,45.0,53.0
2017,2102520,Harlan Independent,53.0,63.0
2017,2102540,Harlan County,43.0,60.0
2017,2102580,Harrison County,43.0,52.0
2017,2102640,Hart County,41.0,53.0
2017,2102670,Hazard Independent,45.0,58.0
2017,2102710,Henderson County,61.0,60.0
2017,2102760,Henry County,40.0,48.0
2017,2102790,Hickman County,44.0,55.0
2017,2102860,Hopkins County,51.0,60.0
2017,2102910,Jackson Independent,47.0,62.0
2017,2102940,Jackson County,38.0,53.0
2017,2102990,Jefferson County,38.0,47.0
2017,2103000,Jenkins Independent,35.0,43.0
2017,2103030,Jessamine County,44.0,57.0
2017,2103060,Johnson County,51.0,61.0
2017,2103090,Kenton County,56.0,63.0
2017,2103120,Knott County,46.0,60.0
2017,2103150,Knox County,39.0,51.0
2017,2103180,LaRue County,49.0,60.0
2017,2103210,Laurel County,62.0,67.0
2017,2103240,Lawrence County,38.0,56.0
2017,2103270,Lee County,40.0,50.0
2017,2103330,Leslie County,49.0,63.0
2017,2103360,Letcher County,45.0,58.0
2017,2103390,Lewis County,40.0,48.0
2017,2103480,Lincoln County,37.0,53.0
2017,2103510,Livingston County,44.0,56.0
2017,2103540,Logan County,52.0,57.0
2017,2103630,Ludlow Independent,37.0,55.0
2017,2103690,Lyon County,48.0,61.0
2017,2103720,Madison County,49.0,62.0
2017,2103750,Magoffin County,44.0,54.0
2017,2103780,Marion County,51.0,58.0
2017,2103810,Marshall County,38.0,57.0
2017,2103840,Martin County,32.0,48.0
2017,2103870,Mason County,45.0,51.0
2017,2103900,Mayfield Independent,43.0,50.0
2017,2103960,McCracken County,58.0,68.0
2017,2103990,McCreary County,43.0,54.0
2017,2104020,McLean County,53.0,58.0
2017,2104050,Meade County,57.0,62.0
2017,2104080,Menifee County,29.0,47.0
2017,2104110,Mercer County,39.0,54.0
2017,2104140,Metcalfe County,31.0,44.0
2017,2104170,Middlesboro Independent,34.0,48.0
2017,2104200,Monroe County,53.0,63.0
2017,2104250,Montgomery County,51.0,59.0
2017,2104290,Morgan County,46.0,56.0
2017,2104380,Murray Independent,74.0,74.0
2017,2104410,Nelson County,41.0,53.0
2017,2104440,Newport Independent,32.0,34.0
2017,2104470,Nicholas County,35.0,50.0
2017,2104500,Ohio County,43.0,56.0
2017,2104530,Oldham County,62.0,68.0
2017,2104560,Owen County,45.0,49.0
2017,2104590,Owensboro Independent,43.0,50.0
2017,2104620,Owsley County,24.0,38.0
2017,2104650,Paducah Independent,36.0,50.0
2017,2104680,Paintsville Independent,61.0,69.0
2017,2104710,Paris Independent,27.0,38.0
2017,2104740,Pendleton County,41.0,51.0
2017,2104770,Perry County,45.0,59.0
2017,2104800,Pike County,53.0,63.0
2017,2104830,Pikeville Independent,68.0,75.0
2017,2104860,Pineville Independent,35.0,55.0
2017,2104890,Powell County,40.0,55.0
2017,2104950,Pulaski County,61.0,67.0
2017,2104980,Raceland-Worthington Independent,47.0,63.0
2017,2105040,Robertson County,43.0,59.0
2017,2105070,Rockcastle County,46.0,59.0
2017,2105100,Rowan County,49.0,57.0
2017,2105130,Russell Independent,57.0,69.0
2017,2105160,Russell County,52.0,60.0
2017,2105190,Russellville Independent,36.0,42.0
2017,2105220,Science Hill Independent,46.0,67.0
2017,2105260,Scott County,48.0,59.0
2017,2105320,Shelby County,37.0,48.0
2017,2105370,Silver Grove Independent,27.0,32.0
2017,2105400,Simpson County,46.0,55.0
2017,2105430,Somerset Independent,58.0,67.0
2017,2105460,Southgate Independent,42.0,52.0
2017,2105490,Spencer County,57.0,67.0
2017,2105520,Taylor County,44.0,57.0
2017,2105550,Todd County,40.0,49.0
2017,2105580,Trigg County,37.0,57.0
2017,2105610,Trimble County,26.0,44.0
2017,2105640,Union County,40.0,51.0
2017,2105700,Walton-Verona Independent,54.0,66.0
2017,2105730,Warren County,48.0,58.0
2017,2105760,Washington County,46.0,57.0
2017,2105790,Wayne County,44.0,52.0
2017,2105820,Webster County,44.0,49.0
2017,2105850,West Point Independent,42.0,37.0
2017,2105880,Whitley County,60.0,70.0
2017,2105910,Williamsburg Independent,30.0,56.0
2017,2105940,Williamstown Independent,44.0,57.0
2017,2105970,Wolfe County,34.0,47.0
2017,2106000,Woodford County,59.0,64.0
2018,2100030,Adair County,50.0,54.0
2018,2100070,Allen County,47.0,56.0
2018,2100081,Muhlenberg County,50.0,59.0
2018,2100090,Anchorage Independent,84.0,88.0
2018,2100120,Anderson County,44.0,54.0
2018,2100150,Ashland Independent,48.0,59.0
2018,2100180,Augusta Independent,32.0,37.0
2018,2100210,Ballard County,43.0,56.0
2018,2100240,Barbourville Independent,50.0,63.0
2018,2100270,Bardstown Independent,40.0,56.0
2018,2100300,Barren County,49.0,60.0
2018,2100330,Bath County,41.0,55.0
2018,2100360,Beechwood Independent,68.0,73.0
2018,2100390,Bell County,41.0,58.0
2018,2100420,Bellevue Independent,33.0,45.0
2018,2100480,Berea Independent,34.0,51.0
2018,2100510,Boone County,53.0,61.0
2018,2100540,Bourbon County,45.0,53.0
2018,2100570,Bowling Green Independent,48.0,56.0
2018,2100620,Boyd County,38.0,54.0
2018,2100630,Boyle County,67.0,75.0
2018,2100660,Bracken County,44.0,50.0
2018,2100690,Breathitt County,36.0,50.0
2018,2100720,Breckinridge County,54.0,61.0
2018,2100750,Bullitt County,44.0,55.0
2018,2100780,Burgin Independent,55.0,64.0
2018,2100810,Butler County,38.0,47.0
2018,2100840,Caldwell County,57.0,58.0
2018,2100870,Calloway County,56.0,61.0
2018,2100900,Campbell County,54.0,61.0
2018,2100930,Campbellsville Independent,44.0,48.0
2018,2100960,Carlisle County,42.0,53.0
2018,2100990,Carroll County,26.0,38.0
2018,2101020,Carter County,56.0,59.0
2018,2101050,Casey County,57.0,61.0
2018,2101110,Caverna Independent,30.0,48.0
2018,2101150,Christian County,39.0,44.0
2018,2101200,Clark County,53.0,59.0
2018,2101230,Clay County,51.0,57.0
2018,2101260,Clinton County,30.0,46.0
