School Year,County Number,County Name,District Number,District Name,School Number,School Name,School Code,State School Id,NCES ID,CO-OP,CO-OP CODE,School Type,Personnel Expenditures State Local Per Student,Non-Personnel Expenditures State Local Per Student,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - State/Local Funds,Total Expenditures Federal Per Student,Total Expenditures Per Student
20232024,028,CRITTENDEN,135,Crittenden County,020,Crittenden County High School,135020,028135020,210138000279,WKEC,908,A1,"10,281","3,039","1,177","1,533","13,320","2,711","19,176"
20232024,028,CRITTENDEN,135,Crittenden County,022,Pathway Academy High School,135022,028135022,210138002225,WKEC,908,A5,,,,,,,
20232024,028,CRITTENDEN,135,Crittenden County,025,Crittenden County Middle School,135025,028135025,210138000280,WKEC,908,A1,"8,136","1,968","2,040","1,219","10,104","3,259","16,509"
20232024,028,CRITTENDEN,135,Crittenden County,100,Crittenden County Elementary School,135100,028135100,210138001441,WKEC,908,A1,"8,324","2,055","1,430","1,428","10,378","2,859","16,383"
20232024,029,CUMBERLAND,141,Cumberland County,070,Cumberland County Elementary School,141070,029141070,210141000286,GRREC,902,A1,"19,614","6,034","4,227","1,048","9,694","5,747","25,308"
20232024,029,CUMBERLAND,141,Cumberland County,075,Cumberland County Middle School,141075,029141075,210141001561,GRREC,902,A1,"22,113","6,159","5,717",901,"12,355","7,090","27,932"
20232024,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,A1,"1,969","7,219","3,695","1,227","11,251","5,395","26,848"
20232024,011,BOYLE,143,Danville Independent,003,Mary G. Hogsett Primary School,143003,011143003,210144002477,CKEC,901,A1,"12,941","3,082","1,483",796,"16,023","2,279","17,612"
20232024,011,BOYLE,143,Danville Independent,005,John W. Bate Middle School,143005,011143005,210144000290,CKEC,901,A1,"12,854","3,146","1,725",770,"16,000","2,494","17,589"
20232024,011,BOYLE,143,Danville Independent,010,Edna L. Toliver Intermediate School,143010,011143010,210144002476,CKEC,901,A1,"13,236","3,063","2,021",703,"16,299","2,725","17,888"
20232024,011,BOYLE,143,Danville Independent,015,Anchor Academy,143015,011143015,210144002500,CKEC,901,A5,,,,,,,
20232024,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,A1,"13,025","4,091",757,965,"17,118","1,722","18,707"
20232024,011,BOYLE,143,Danville Independent,350,Sunrise Academy,143350,011143350,210144000646,CKEC,901,A6,,,,,,,
20232024,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,A1,"10,091","2,582",537,219,"12,674",756,"19,157"
20232024,030,DAVIESS,145,Daviess County,006,Meadow Lands Elementary School,145006,030145006,210147001949,GRREC,902,A1,"10,892","1,632","1,104",325,"12,524","1,429","18,821"
20232024,030,DAVIESS,145,Daviess County,007,East View Elementary School,145007,030145007,210147001625,GRREC,902,A1,"10,225","1,802","1,155",268,"12,027","1,423","15,848"
20232024,030,DAVIESS,145,Daviess County,008,F T Burns Middle School,145008,030145008,210147000296,GRREC,902,A1,"10,290","1,857",634,260,"12,147",895,"15,417"
20232024,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,A1,"9,484","2,541",543,223,"12,025",766,"15,023"
20232024,030,DAVIESS,145,Daviess County,011,Southern Oaks Elementary School,145011,030145011,210147002230,GRREC,902,A1,"10,045","1,635","1,130",221,"11,680","1,351","15,324"
20232024,030,DAVIESS,145,Daviess County,015,The Center for Academic Improvement,145015,030145015,210147002470,GRREC,902,A5,,,,,,,
20232024,030,DAVIESS,145,Daviess County,020,Daviess County Middle School,145020,030145020,210147000298,GRREC,902,A1,"10,556","1,734",741,162,"12,290",903,"15,402"
20232024,030,DAVIESS,145,Daviess County,025,Highland Elementary School,145025,030145025,210147000299,GRREC,902,A1,"10,191","1,656","1,025",239,"11,847","1,264","15,350"
20232024,030,DAVIESS,145,Daviess County,035,Virtual Academy,145035,030145035,210147002538,GRREC,902,A5,,,,,,,
20232024,030,DAVIESS,145,Daviess County,040,Deer Park Elementary School,145040,030145040,210147000301,GRREC,902,A1,"10,126","1,765","1,019",344,"11,891","1,363","15,436"
20232024,030,DAVIESS,145,Daviess County,070,Sorgho Elementary School,145070,030145070,210147000303,GRREC,902,A1,"11,167","1,846",966,470,"13,013","1,436","16,888"
20232024,030,DAVIESS,145,Daviess County,085,Audubon Elementary School,145085,030145085,210147000054,GRREC,902,A1,"11,106","1,943","1,370",345,"13,048","1,716","17,125"
20232024,030,DAVIESS,145,Daviess County,095,Tamarack Elementary School,145095,030145095,210147000306,GRREC,902,A1,"10,380","1,699","1,164",267,"12,079","1,432","15,965"
20232024,030,DAVIESS,145,Daviess County,130,West Louisville Elementary School,145130,030145130,210147000309,GRREC,902,A1,"12,255","1,804","1,365",344,"14,059","1,709","17,814"
20232024,030,DAVIESS,145,Daviess County,140,Whitesville Elementary School,145140,030145140,210147000310,GRREC,902,A1,"10,645","2,016",833,253,"12,661","1,086","16,360"
20232024,030,DAVIESS,145,Daviess County,145,F T Burns Elementary School,145145,030145145,210147000311,GRREC,902,A1,"10,589","1,802","1,315",295,"12,391","1,610","16,928"
20232024,030,DAVIESS,145,Daviess County,150,Country Heights Elementary School,145150,030145150,210147001581,GRREC,902,A1,"11,182","1,794",782,403,"12,976","1,185","16,329"
20232024,030,DAVIESS,145,Daviess County,155,College View Middle School,145155,030145155,210147000961,GRREC,902,A1,"10,339","1,839",599,215,"12,178",814,"15,434"
20232024,030,DAVIESS,145,Daviess County,160,Owensboro Day Treatment,145160,030145160,210147000312,GRREC,902,A6,,,,,,,
20232024,030,DAVIESS,145,Daviess County,170,Valley High School,145170,030145170,210147001700,GRREC,902,A6,,,,,,,
20232024,030,DAVIESS,145,Daviess County,175,Valley Elementary School,145175,030145175,210147000964,GRREC,902,A6,,,,,,,
20232024,030,DAVIESS,145,Daviess County,180,Heritage Park High School,145180,030145180,210147000969,GRREC,902,A5,,,,,,,
20232024,054,HOPKINS,146,Dawson Springs Independent,017,Dawson Springs Elementary,146017,054146017,210150002200,WKEC,908,A1,"10,048","3,196","1,184",595,"13,244","1,779","20,118"
20232024,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,A1,"9,963","3,895",909,724,"13,857","1,632","20,584"
20232024,054,HOPKINS,146,Dawson Springs Independent,035,DSISD Virtual Academy,146035,054146035,210150002527,WKEC,908,A5,,,,,,,
20232024,019,CAMPBELL,147,Dayton Independent,010,Dayton High School,147010,019147010,210153000316,NKCES,905,A1,"14,151","4,875","2,038","1,883","19,024","3,918","23,606"
20232024,019,CAMPBELL,147,Dayton Independent,030,Lincoln Elementary School,147030,019147030,210153000317,NKCES,905,A1,"14,887","3,473","2,320","1,238","18,360","3,464","22,939"
20232024,019,CAMPBELL,147,Dayton Independent,120,Regional School Programs,147120,019147120,210153002413,NKCES,905,A5,,,,,,,
20232024,063,LAUREL,149,East Bernstadt Independent,010,East Bernstadt Elementary School,149010,063149010,210159000318,SESC,907,A1,"9,245","2,322","1,186",853,"11,568","2,041","13,610"
20232024,031,EDMONSON,151,Edmonson County,020,South Edmonson Elementary School,151020,031151020,210162000319,GRREC,902,A1,"9,321","1,775","1,159",188,"11,124","1,346","15,370"
20232024,031,EDMONSON,151,Edmonson County,022,Edmonson County 5/6 Center,151022,031151022,210162001985,GRREC,902,A1,"9,900","1,788","1,059",250,"11,702","1,309","15,947"
20232024,031,EDMONSON,151,Edmonson County,050,Edmonson County Middle School,151050,031151050,210162000321,GRREC,902,A1,"9,973","1,869","1,173",223,"11,885","1,396","16,065"
20232024,031,EDMONSON,151,Edmonson County,060,Edmonson County High School,151060,031151060,210162001442,GRREC,902,A1,"10,090","2,351",663,175,"12,655",837,"16,277"
20232024,031,EDMONSON,151,Edmonson County,080,Kyrock Elementary School,151080,031151080,210162000322,GRREC,902,A1,"9,813","1,796","1,647",103,"11,642","1,750","16,285"
20232024,047,HARDIN,152,Elizabethtown Independent,010,Elizabethtown High School,152010,047152010,210165000323,GRREC,902,A1,"8,904","2,019",662,549,"10,923","1,211","12,135"
20232024,047,HARDIN,152,Elizabethtown Independent,015,Helmwood Heights Elementary School,152015,047152015,210165000324,GRREC,902,A1,"8,681","1,886","1,017",40,"10,568","1,458","12,026"
20232024,047,HARDIN,152,Elizabethtown Independent,020,Morningside Elementary School,152020,047152020,210165000325,GRREC,902,A1,"9,620","2,093",924,447,"11,712","1,374","13,086"
20232024,047,HARDIN,152,Elizabethtown Independent,025,Panther Academy,152025,047152025,210165002319,GRREC,902,A1,"12,948","2,067","1,284",517,"15,015","1,800","16,815"
20232024,047,HARDIN,152,Elizabethtown Independent,035,Talton K Stone Middle School,152035,047152035,210165000326,GRREC,902,A1,"8,288","1,718",823,607,"10,006","1,429","11,435"
20232024,047,HARDIN,152,Elizabethtown Independent,041,Valley View Education Center,152041,047152041,210165002355,GRREC,902,A5,,,,,,,
20232024,047,HARDIN,152,Elizabethtown Independent,045,Glen Dale Center,152045,047152045,210165002246,GRREC,902,A6,,,,,,,
20232024,032,ELLIOTT,155,Elliott County,100,Elliott County Primary School,155100,032155100,210168002505,KEDC,903,A1,"9,687","3,658","2,345",424,"12,354","2,769","18,626"
20232024,032,ELLIOTT,155,Elliott County,270,Elliott County Intermediate School,155270,032155270,210168000330,KEDC,903,A1,"10,205","4,929","2,605",463,"14,143","3,068","20,714"
20232024,032,ELLIOTT,155,Elliott County,275,Elliott County Middle School,155275,032155275,210168002504,KEDC,903,A1,"9,907","3,008",410,325,"11,924",735,"16,162"
20232024,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,032155280,210168000331,KEDC,903,A1,"10,897","3,569",364,357,"13,475",721,"17,980"
20232024,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,OVEC,906,A1,"9,896","2,839",436,530,"12,735",967,"15,666"
20232024,052,HENRY,156,Eminence Independent,020,Eminence Elementary School,156020,052156020,210171000333,OVEC,906,A1,"8,108","1,984",702,625,"10,093","1,327","13,384"
20232024,059,KENTON,157,Erlanger-Elsmere Independent,003,Lindeman Elementary School,157003,059157003,210174000334,NKCES,905,A1,"12,051","2,569","1,490",400,"14,620","1,890","16,510"
20232024,059,KENTON,157,Erlanger-Elsmere Independent,005,Arnett Elementary School,157005,059157005,210174000335,NKCES,905,A1,"16,788","2,900","1,941",230,"19,688","2,171","21,859"
20232024,059,KENTON,157,Erlanger-Elsmere Independent,010,Howell Elementary School,157010,059157010,210174000336,NKCES,905,A1,"11,646","2,716","1,760",202,"14,362","1,962","16,324"
20232024,059,KENTON,157,Erlanger-Elsmere Independent,015,Early Learning Center,157015,059157015,210174002498,NKCES,905,A4,,,,,,,
20232024,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,059157030,210174000337,NKCES,905,A1,"11,213","3,055",444,221,"14,268",665,"14,933"
20232024,059,KENTON,157,Erlanger-Elsmere Independent,050,Miles Elementary School,157050,059157050,210174000338,NKCES,905,A1,"10,935","2,605","1,636",279,"13,540","1,915","15,455"
20232024,059,KENTON,157,Erlanger-Elsmere Independent,060,Tichenor Middle School,157060,059157060,210174000339,NKCES,905,A1,"11,497","2,746",272,156,"14,243",428,"14,671"
20232024,059,KENTON,157,Erlanger-Elsmere Independent,061,Bartlett Educational Center,157061,059157061,210174002313,NKCES,905,A5,,,,,,,
20232024,033,ESTILL,161,Estill County,011,Estill Springs Elementary,161011,033161011,210176001746,SESC,907,A1,"7,901","9,060","1,851",59,"10,448","1,958","8,201"
20232024,033,ESTILL,161,Estill County,014,Estill County Success Academy,161014,033161014,210176002406,SESC,907,A5,,,,,,,
20232024,033,ESTILL,161,Estill County,085,Estill County Middle School,161085,033161085,210176000341,SESC,907,A1,"10,231","11,428","1,780",54,"9,545","1,883","10,531"
20232024,033,ESTILL,161,Estill County,090,Estill County High School,161090,033161090,210176000342,SESC,907,A1,"3,018","4,215","2,127",45,"7,233","2,172","6,705"
20232024,033,ESTILL,161,Estill County,220,South Irvine Early Learning Center,161220,033161220,210176000345,SESC,907,A4,,,,,,,
20232024,033,ESTILL,161,Estill County,280,West Irvine Elementary,161280,033161280,210176000346,SESC,907,A1,"7,093","8,323","1,914",63,"10,801","2,025","7,393"
20232024,010,BOYD,162,Fairview Independent,011,Fairview Elementary School,162011,010162011,210180001889,KEDC,903,A1,"13,166","3,591","2,787","1,090","16,392","4,070","24,664"
20232024,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,KEDC,903,A1,"12,067","3,003","2,167","1,406","14,704","3,766","23,109"
20232024,034,FAYETTE,165,Fayette County,005,Arlington Elementary School,165005,034165005,210186000350,CKEC,901,A1,"18,617","3,040",632,"1,059","21,657","1,692","26,369"
20232024,034,FAYETTE,165,Fayette County,007,Ashland Elementary School,165007,034165007,210186000351,CKEC,901,A1,"19,057","2,962",613,"1,063","22,019","1,676","26,734"
20232024,034,FAYETTE,165,Fayette County,009,UK Early Childhood Lab,165009,034165009,210186002385,CKEC,901,A4,,,,,,,
20232024,034,FAYETTE,165,Fayette County,012,Veterans Park Elementary School,165012,034165012,210186001421,CKEC,901,A1,"15,082","2,946","1,262",949,"18,028","2,211","23,148"
20232024,034,FAYETTE,165,Fayette County,015,Beaumont Middle School,165015,034165015,210186000353,CKEC,901,A1,"15,726","2,893",292,980,"18,619","1,273","22,788"
20232024,034,FAYETTE,165,Fayette County,018,Scapa At Bluegrass,165018,034165018,210186000354,CKEC,901,A1,"19,480","3,339",287,949,"22,819","1,237","26,856"
20232024,034,FAYETTE,165,Fayette County,021,Martin L King Acad for Excellence Alt,165021,034165021,210186001848,CKEC,901,A5,,,,,,,
20232024,034,FAYETTE,165,Fayette County,025,Crawford Middle School,165025,034165025,210186000357,CKEC,901,A1,"16,383","2,911","1,263","1,241","19,295","2,504","24,913"
20232024,034,FAYETTE,165,Fayette County,030,Bryan Station Middle School,165030,034165030,210186000358,CKEC,901,A1,"15,322","2,983",817,992,"18,305","1,809","23,014"
20232024,034,FAYETTE,165,Fayette County,032,Cassidy Elementary School,165032,034165032,210186000359,CKEC,901,A1,"14,794","2,968",896,949,"17,761","1,845","22,407"
20232024,034,FAYETTE,165,Fayette County,034,Edythe Jones Hayes Middle School,165034,034165034,210186001957,CKEC,901,A1,"14,083","2,944",293,957,"17,027","1,250","21,152"
20232024,034,FAYETTE,165,Fayette County,035,Deep Springs Elementary School,165035,034165035,210186000360,CKEC,901,A1,"16,267","3,072",905,"1,033","19,339","1,938","24,232"
20232024,034,FAYETTE,165,Fayette County,036,Dixie Elementary Magnet School,165036,034165036,210186000361,CKEC,901,A1,"15,278","2,971",844,"1,081","18,248","1,925","23,098"
20232024,034,FAYETTE,165,Fayette County,037,Garden Springs Elementary School,165037,034165037,210186000362,CKEC,901,A1,"18,210","3,038",979,975,"21,248","1,954","26,133"
20232024,034,FAYETTE,165,Fayette County,038,Harrison Elementary School,165038,034165038,210186000363,CKEC,901,A1,"24,444","3,517","1,358","1,359","27,961","2,717","36,751"
20232024,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,CKEC,901,A1,"14,081","2,972",287,955,"17,053","1,242","20,164"
20232024,034,FAYETTE,165,Fayette County,045,Athens-Chilesburg Elementary,165045,034165045,210186001987,CKEC,901,A1,"15,093","3,005","1,132",951,"18,098","2,084","22,982"
20232024,034,FAYETTE,165,Fayette County,052,Rosa Parks Elementary School,165052,034165052,210186001422,CKEC,901,A1,"14,465","2,841","1,076",954,"17,307","2,030","22,137"
20232024,034,FAYETTE,165,Fayette County,054,The Stables,165054,034165054,210186002320,CKEC,901,A5,,,,,,,
20232024,034,FAYETTE,165,Fayette County,055,Booker T Washington Elementary School,165055,034165055,210186002426,CKEC,901,A1,"17,812","3,081","1,022","1,087","20,893","2,109","26,311"
20232024,034,FAYETTE,165,Fayette County,056,William Wells Brown Elementary,165056,034165056,210186002199,CKEC,901,A1,"23,348","3,744","1,764","1,493","27,092","3,528","33,411"
20232024,034,FAYETTE,165,Fayette County,057,Liberty Elementary,165057,034165057,210186002207,CKEC,901,A1,"15,590","2,883",367,949,"18,472","1,316","22,697"
20232024,034,FAYETTE,165,Fayette County,058,Sandersville Elementary,165058,034165058,210186002189,CKEC,901,A1,"15,489","2,989",567,"1,037","18,478","1,604","23,321"
20232024,034,FAYETTE,165,Fayette County,059,Wellington Elementary,165059,034165059,210186002247,CKEC,901,A1,"14,442","2,832","1,382",975,"17,273","2,358","22,536"
20232024,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,CKEC,901,A1,"12,922","3,070",340,979,"15,992","1,320","20,686"
20232024,034,FAYETTE,165,Fayette County,062,Lansdowne Elementary School,165062,034165062,210186000368,CKEC,901,A1,"15,821","2,974",732,986,"18,795","1,718","23,658"
20232024,034,FAYETTE,165,Fayette County,065,Leestown Middle School,165065,034165065,210186000369,CKEC,901,A1,"14,746","2,955",719,"1,043","17,701","1,762","22,326"
20232024,034,FAYETTE,165,Fayette County,066,Family Care Center,165066,034165066,210186002325,CKEC,901,A5,,,,,,,
20232024,034,FAYETTE,165,Fayette County,067,Lexington Trad Magnet School,165067,034165067,210186000370,CKEC,901,A1,"23,441","3,174","1,152","1,674","26,615","2,826","33,178"
20232024,034,FAYETTE,165,Fayette County,068,Locust Trace AgriScience Center,165068,034165068,210186002362,CKEC,901,A2,,,,,,,
20232024,034,FAYETTE,165,Fayette County,072,Madeline M Breckinridge Elem School,165072,034165072,210186000372,CKEC,901,A1,"16,342","2,987",640,"1,315","19,329","1,955","24,211"
20232024,034,FAYETTE,165,Fayette County,074,Maxwell Spanish Immersion Elem School,165074,034165074,210186000373,CKEC,901,A1,"14,838","2,759",582,949,"17,597","1,532","21,929"
20232024,034,FAYETTE,165,Fayette County,076,Morton Middle School,165076,034165076,210186000374,CKEC,901,A1,"15,473","2,980",468,958,"18,453","1,425","22,799"
20232024,034,FAYETTE,165,Fayette County,077,Northern Elementary School,165077,034165077,210186000375,CKEC,901,A1,"17,279","3,084",828,"1,034","20,362","1,862","25,778"
20232024,034,FAYETTE,165,Fayette County,079,Fayette County Preschool Center,165079,034165079,210186002337,CKEC,901,A4,,,,,,,
20232024,034,FAYETTE,165,Fayette County,080,Picadome Elementary School,165080,034165080,210186000376,CKEC,901,A1,"16,552","3,083",882,979,"19,636","1,861","24,484"
20232024,034,FAYETTE,165,Fayette County,081,Southern Elementary School,165081,034165081,210186000377,CKEC,901,A1,"17,858","3,053",726,"1,045","20,911","1,772","25,625"
20232024,034,FAYETTE,165,Fayette County,082,Squires Elementary School,165082,034165082,210186001584,CKEC,901,A1,"18,198","3,017",904,"1,012","21,216","1,915","26,077"
20232024,034,FAYETTE,165,Fayette County,085,Stonewall Elementary School,165085,034165085,210186000378,CKEC,901,A1,"15,233","2,818",439,949,"18,051","1,389","22,240"
20232024,034,FAYETTE,165,Fayette County,090,Russell Cave Elementary School,165090,034165090,210186000380,CKEC,901,A1,"18,581","3,138",683,"1,028","21,719","1,711","26,459"
20232024,034,FAYETTE,165,Fayette County,095,Tates Creek Elementary School,165095,034165095,210186000381,CKEC,901,A1,"16,272","3,000",872,"1,120","19,272","1,991","24,194"
20232024,034,FAYETTE,165,Fayette County,098,Coventry Oak Elementary,165098,034165098,210186002433,CKEC,901,A1,"15,140","2,995","1,002",970,"18,135","1,971","23,027"
20232024,034,FAYETTE,165,Fayette County,099,Garrett Morgan Elementary,165099,034165099,210186002435,CKEC,901,A1,"14,477","2,839",291,949,"17,316","1,240","21,466"
20232024,034,FAYETTE,165,Fayette County,100,Tates Creek Middle School,165100,034165100,210186000382,CKEC,901,A1,"15,567","2,932",882,989,"18,499","1,872","23,083"
20232024,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000383,CKEC,901,A1,"13,600","2,999",627,987,"16,599","1,614","33,178"
20232024,034,FAYETTE,165,Fayette County,106,Rise STEM Academy for Girls,165106,034165106,210186002513,CKEC,901,A5,,,,,,,
20232024,034,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,034165120,210186000384,CKEC,901,A1,"16,576","2,871","1,099",990,"19,447","2,088","24,466"
20232024,034,FAYETTE,165,Fayette County,125,Frederick Douglass High School,165125,034165125,210186002459,CKEC,901,A1,"13,130","3,155",325,982,"16,284","1,306","21,401"
20232024,034,FAYETTE,165,Fayette County,130,STEAM Academy,165130,034165130,210186002341,CKEC,901,A5,,,,,,,
20232024,034,FAYETTE,165,Fayette County,133,Success Academy,165133,034165133,210186002463,CKEC,901,A5,,,,,,,
20232024,034,FAYETTE,165,Fayette County,140,Yates Elementary School,165140,034165140,210186000385,CKEC,901,A1,"17,392","2,952",886,"1,041","20,344","1,927","25,204"
20232024,034,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,034165150,210186000386,CKEC,901,A1,"18,406","2,919",512,949,"21,325","1,461","25,778"
20232024,034,FAYETTE,165,Fayette County,160,Meadowthorpe Elementary School,165160,034165160,210186000387,CKEC,901,A1,"16,543","2,948",663,"1,093","19,490","1,756","24,047"
20232024,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,CKEC,901,A1,"13,444","3,003",736,"1,013","16,447","1,750","20,437"
20232024,034,FAYETTE,165,Fayette County,180,Mary Todd Elementary School,165180,034165180,210186000389,CKEC,901,A1,"17,657","3,043",795,"1,071","20,700","1,866","25,534"
20232024,034,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,034165190,210186000390,CKEC,901,A1,"18,512","3,036","1,004","1,022","21,548","2,026","26,542"
20232024,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,CKEC,901,A1,"13,182","3,103",595,962,"16,285","1,556","21,606"
20232024,034,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,034165225,210186000391,CKEC,901,A1,"14,585","2,840",300,966,"17,425","1,267","21,578"
20232024,034,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,034165240,210186000392,CKEC,901,A1,"15,999","2,979",878,"1,037","18,979","1,915","23,890"
20232024,034,FAYETTE,165,Fayette County,245,Winburn Middle School,165245,034165245,210186000393,CKEC,901,A1,"15,373","2,881",893,"1,024","18,255","1,918","21,041"
20232024,034,FAYETTE,165,Fayette County,255,Millcreek Elementary School,165255,034165255,210186001419,CKEC,901,A1,"16,539","3,003","1,026","1,195","19,542","2,221","24,709"
20232024,034,FAYETTE,165,Fayette County,270,George Washington Carver STEM Academy,165270,034165270,210186002525,CKEC,901,A5,,,,,,,
20232024,034,FAYETTE,165,Fayette County,275,Carter G. Woodson Academy,165275,034165275,210186002323,CKEC,901,A5,,,,,,,
20232024,034,FAYETTE,165,Fayette County,525,Southern Middle School,165525,034165525,210186000394,CKEC,901,A1,"15,238","2,951",538,"1,142","18,190","1,680","23,305"
20232024,034,FAYETTE,165,Fayette County,531,Brenda Cowan Elementary,165531,034165531,210186002486,CKEC,901,A1,"15,495","2,934",693,997,"18,430","1,691","22,920"
20232024,034,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,034165620,210186000395,CKEC,901,A1,"16,461","3,021",731,"1,114","19,482","1,845","24,127"
20232024,034,FAYETTE,165,Fayette County,651,Audrey Grevious Center,165651,034165651,210186001480,CKEC,901,A5,,,,,,,
20232024,034,FAYETTE,165,Fayette County,887,Fayette Pre-School,165887,034165887,210186002263,CKEC,901,A4,,,,,,,
20232024,034,FAYETTE,165,Fayette County,898,Fayette County Learning Center,165898,034165898,210186002251,CKEC,901,A5,,,,,,,
20232024,034,FAYETTE,165,Fayette County,899,Opportunity Middle College,165899,034165899,210186002242,CKEC,901,A5,,,,,,,
20232024,034,FAYETTE,165,Fayette County,904,Southside Technical Center,165904,034165904,210186001563,CKEC,901,A2,,,,,,,
20232024,034,FAYETTE,165,Fayette County,905,Eastside Technical Center,165905,034165905,210186001564,CKEC,901,A2,,,,,,,
20232024,035,FLEMING,171,Fleming County,020,Ewing Elementary School,171020,035171020,210192000396,KEDC,903,A1,"8,421","3,022","1,403",747,"11,444","2,151","13,594"
20232024,035,FLEMING,171,Fleming County,030,Simons Middle School,171030,035171030,210192000397,KEDC,903,A1,"9,374","3,953","1,188",890,"13,327","2,078","15,406"
20232024,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000398,KEDC,903,A1,"7,476","4,523","1,713","1,917","12,000","3,629","15,629"
20232024,035,FLEMING,171,Fleming County,040,Flemingsburg Elementary School,171040,035171040,210192000399,KEDC,903,A1,"8,553","3,102","1,486","1,350","11,654","2,836","14,491"
20232024,035,FLEMING,171,Fleming County,060,Hillsboro Elementary School,171060,035171060,210192000401,KEDC,903,A1,"8,374","3,418","1,277",717,"11,792","1,994","13,786"
20232024,036,FLOYD,175,Floyd County,010,Duff-Allen Central Elementary,175010,036175010,210195002452,KVEC,904,A1,"10,000","2,806","2,352","1,046","12,806","3,398","16,204"
20232024,036,FLOYD,175,Floyd County,019,Prestonsburg Elementary School,175019,036175019,210195002210,KVEC,904,A1,"7,557","1,979","1,869",844,"9,537","2,713","12,250"
20232024,036,FLOYD,175,Floyd County,020,Allen Elementary School,175020,036175020,210195000403,KVEC,904,A1,"8,909","2,350","1,884",953,"11,258","2,836","14,094"
20232024,036,FLOYD,175,Floyd County,021,May Valley Elementary School,175021,036175021,210195001426,KVEC,904,A1,"8,052","2,403","2,010",865,"10,455","2,875","13,330"
20232024,036,FLOYD,175,Floyd County,030,South Floyd Elementary School,175030,036175030,210195002446,KVEC,904,A1,"8,145","2,490","2,121","1,019","10,634","3,140","13,774"
20232024,036,FLOYD,175,Floyd County,050,Renaissance Learning Center,175050,036175050,210195001004,KVEC,904,A5,,,,,,,
20232024,036,FLOYD,175,Floyd County,110,Betsy Layne High School,175110,036175110,210195000406,KVEC,904,A1,"8,052","2,936","1,823","1,027","10,988","2,851","13,838"
20232024,036,FLOYD,175,Floyd County,115,Floyd Central High School,175115,036175115,210195002450,KVEC,904,A1,"7,950","2,556","1,760",905,"10,506","2,664","13,171"
20232024,036,FLOYD,175,Floyd County,120,Betsy Layne Elementary School,175120,036175120,210195000407,KVEC,904,A1,"8,315","2,492","2,224",871,"10,807","3,095","13,902"
20232024,036,FLOYD,175,Floyd County,440,James D. Adams Middle School,175440,036175440,210195001670,KVEC,904,A1,"8,772","2,651","1,375",873,"11,423","2,248","13,671"
20232024,036,FLOYD,175,Floyd County,485,John M. Stumbo Elementary School,175485,036175485,210195000415,KVEC,904,A1,"10,413","2,521","2,707","1,148","12,934","3,854","16,788"
20232024,036,FLOYD,175,Floyd County,850,Prestonsburg High School,175850,036175850,210195000423,KVEC,904,A1,"7,265","2,464","1,770","1,197","9,730","2,967","12,696"
20232024,019,CAMPBELL,176,Fort Thomas Independent,010,Highlands High School,176010,019176010,210204000428,NKCES,905,A1,"10,017","3,869",229,199,"13,886",427,"14,369"
20232024,019,CAMPBELL,176,Fort Thomas Independent,011,Highlands Middle School,176011,019176011,210204001400,NKCES,905,A1,"9,899","1,988",203,180,"11,887",383,"12,270"
20232024,019,CAMPBELL,176,Fort Thomas Independent,020,Johnson Elementary School,176020,019176020,210204000429,NKCES,905,A1,"10,685","2,052",263,182,"12,737",445,"13,181"
20232024,019,CAMPBELL,176,Fort Thomas Independent,030,Moyer Elementary School,176030,019176030,210204000430,NKCES,905,A1,"11,624","2,135",97,180,"13,759",277,"14,036"
20232024,019,CAMPBELL,176,Fort Thomas Independent,040,Woodfill Elementary School,176040,019176040,210204000431,NKCES,905,A1,"10,532","1,955",680,179,"12,487",859,"13,348"
