School Year,County Number,County Name,District Number,District Name,School Number,School Name,School Code,State School Id,NCES ID,CO-OP,CO-OP CODE,School Type,Personnel Expenditures State Local Per Student,Non-Personnel Expenditures State Local Per Student,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - State/Local Funds,Total Expenditures Federal Per Student,Total Expenditures Per Student
20242025,008,BOONE,035,Boone County,018,Steeplechase Elementary School,035018,008035018,210051000000,NKCES,905,A1,"10,402",709,863,"1,067","11,111","1,930","13,041"
20242025,008,BOONE,035,Boone County,020,Rector A. Jones Middle School,035020,008035020,210051000000,NKCES,905,A1,"10,531",934,"1,070",738,"11,464","1,808","13,272"
20242025,008,BOONE,035,Boone County,025,Ballyshannon Middle School,035025,008035025,210051000000,NKCES,905,A1,"9,873","1,353",400,301,"11,226",701,"11,928"
20242025,008,BOONE,035,Boone County,030,Boone County High School,035030,008035030,210051000000,NKCES,905,A1,"10,254","1,939",576,488,"12,193","1,063","13,256"
20242025,008,BOONE,035,Boone County,040,Burlington Elementary School,035040,008035040,210051000000,NKCES,905,A1,"10,941",832,"1,012",691,"11,772","1,703","13,476"
20242025,008,BOONE,035,Boone County,041,Charles H. Kelly Elementary School,035041,008035041,210051000000,NKCES,905,A1,"13,274","1,421",858,"1,120","14,695","1,978","16,673"
20242025,008,BOONE,035,Boone County,043,Conner Middle School,035043,008035043,210051000000,NKCES,905,A1,"9,820","1,124",695,259,"10,944",954,"11,898"
20242025,008,BOONE,035,Boone County,045,Conner High School,035045,008035045,210051000000,NKCES,905,A1,"9,043","1,528",364,257,"10,571",621,"11,192"
20242025,008,BOONE,035,Boone County,050,Florence Elementary School,035050,008035050,210051000000,NKCES,905,A1,"10,578",798,"1,184",955,"11,376","2,139","13,515"
20242025,008,BOONE,035,Boone County,055,Chester Goodridge Elementary School,035055,008035055,210051000000,NKCES,905,A1,"9,901","1,196",841,865,"11,097","1,706","12,802"
20242025,008,BOONE,035,Boone County,065,Hillard Collins Elementary School,035065,008035065,210051000000,NKCES,905,A1,"11,352","1,399","1,051",866,"12,752","1,917","14,669"
20242025,008,BOONE,035,Boone County,071,Larry A. Ryle High School,035071,008035071,210051000000,NKCES,905,A1,"8,835","1,771",365,263,"10,607",628,"11,235"
20242025,008,BOONE,035,Boone County,075,Gray Middle School,035075,008035075,210051000000,NKCES,905,A1,"9,327","1,133",511,247,"10,460",758,"11,218"
20242025,008,BOONE,035,Boone County,080,New Haven Elementary School,035080,008035080,210051000000,NKCES,905,A1,"10,669","1,026",571,289,"11,694",860,"12,554"
20242025,008,BOONE,035,Boone County,081,Ockerman Elementary School,035081,008035081,210051000000,NKCES,905,A1,"9,521",770,"1,298",971,"10,291","2,269","12,560"
20242025,008,BOONE,035,Boone County,083,Stephens Elementary School,035083,008035083,210051000000,NKCES,905,A1,"12,458",929,863,"1,015","13,387","1,878","15,265"
20242025,008,BOONE,035,Boone County,085,Ockerman Middle School,035085,008035085,210051000000,NKCES,905,A1,"10,188","1,163",532,479,"11,351","1,011","12,362"
20242025,009,BOURBON,041,Bourbon County,010,Bourbon Central Elementary School,041010,009041010,210054000000,CKEC,901,A1,"12,251","2,802","1,487",135,"15,054","1,623","16,677"
20242025,009,BOURBON,041,Bourbon County,030,Cane Ridge Elementary School,041030,009041030,210054000000,CKEC,901,A1,"12,375","2,861","1,529",164,"15,237","1,693","16,930"
20242025,009,BOURBON,041,Bourbon County,090,North Middletown Elementary School,041090,009041090,210054000000,CKEC,901,A1,"13,553","3,215","1,010",124,"16,629","1,135","17,903"
20242025,009,BOURBON,041,Bourbon County,110,Bourbon County High School,041110,009041110,210054000000,CKEC,901,A1,"11,205","3,524",565,213,"14,729",778,"15,507"
20242025,009,BOURBON,041,Bourbon County,120,Bourbon County Middle School,041120,009041120,210054000000,CKEC,901,A1,"11,419","3,079",594,129,"14,498",724,"15,222"
20242025,114,WARREN,042,Bowling Green Independent,010,Dishman McGinnis Elementary School,042010,114042010,210057000000,GRREC,902,A1,"11,321","3,284",880,299,"14,605","1,180","18,835"
20242025,114,WARREN,042,Bowling Green Independent,057,Parker-Bennett-Curry School,042057,114042057,210057000000,GRREC,902,A1,"11,416","3,710","1,527",199,"15,126","1,725","20,133"
20242025,114,WARREN,042,Bowling Green Independent,060,Potter Gray Elementary,042060,114042060,210057000000,GRREC,902,A1,"9,435","2,817",602,112,"12,252",714,"15,440"
20242025,114,WARREN,042,Bowling Green Independent,065,Bowling Green Junior High,042065,114042065,210057000000,GRREC,902,A1,"9,710","3,094",872,155,"12,805","1,028","16,587"
20242025,114,WARREN,042,Bowling Green Independent,070,Bowling Green High School,042070,114042070,210057000000,GRREC,902,A1,"9,798","3,175",586,212,"12,974",799,"16,265"
20242025,114,WARREN,042,Bowling Green Independent,080,T C Cherry Elementary School,042080,114042080,210057000000,GRREC,902,A1,"13,278","3,583","1,017",145,"16,861","1,162","21,528"
20242025,114,WARREN,042,Bowling Green Independent,090,W R McNeill Elementary School,042090,114042090,210057000000,GRREC,902,A1,"10,659","2,660",747,115,"13,318",862,"16,898"
20242025,010,BOYD,045,Boyd County,010,Boyd County High School,045010,010045010,210062000108,KEDC,903,A1,"10,883","1,819",86,135,"12,702",221,"12,923"
20242025,010,BOYD,045,Boyd County,020,Cannonsburg Elementary School,045020,010045020,210062000000,KEDC,903,A1,"12,934","1,252","1,207",37,"14,185","1,244","15,430"
20242025,010,BOYD,045,Boyd County,035,Boyd County Middle School,045035,010045035,210062000000,KEDC,903,A1,"10,030","1,248",601,26,"11,278",627,"11,905"
20242025,010,BOYD,045,Boyd County,080,Summit Elementary School,045080,010045080,210062000000,KEDC,903,A1,"10,387","1,544",736,15,"11,933",751,"12,684"
20242025,010,BOYD,045,Boyd County,095,Catlettsburg Elementary School,045095,010045095,210062000000,KEDC,903,A1,"14,975","2,196","1,026",33,"17,172","1,057","18,230"
20242025,010,BOYD,045,Boyd County,097,Ponderosa Elementary School,045097,010045097,210062000000,KEDC,903,A1,"9,926","1,353",546,5,"11,280",554,"11,833"
20242025,011,BOYLE,051,Boyle County,003,Boyle County Middle School,051003,011051003,210063000000,CKEC,901,A1,"11,760","2,233",268,110,"13,479",378,"13,856"
20242025,011,BOYLE,051,Boyle County,005,Boyle County High School,051005,011051005,210063000000,CKEC,901,A1,"11,004","3,231",150,104,"14,183",283,"14,467"
20242025,011,BOYLE,051,Boyle County,040,Junction City Elementary School,051040,011051040,210063000000,CKEC,901,A1,"10,415","2,102",956,109,"12,494","1,065","13,559"
20242025,011,BOYLE,051,Boyle County,050,Woodlawn Elementary School,051050,011051050,210063000000,CKEC,901,A1,"10,582","2,231",721,111,"12,790",832,"13,623"
20242025,011,BOYLE,051,Boyle County,080,Perryville Elementary School,051080,011051080,210063000000,CKEC,901,A1,"11,228","2,233","1,184",111,"12,941","1,295","14,236"
20242025,012,BRACKEN,055,Bracken County,010,Bracken County High School,055010,012055010,210066000000,NKCES,905,A1,"10,057","4,311",450,232,"14,368",683,"15,051"
20242025,012,BRACKEN,055,Bracken County,050,Taylor Elementary School,055050,012055050,210066000000,NKCES,905,A1,"12,004","2,811","1,021",570,"14,815","1,591","16,406"
20242025,012,BRACKEN,055,Bracken County,060,Bracken County Middle School,055060,012055060,210066000000,NKCES,905,A1,"9,711","2,946",848,347,"12,656","1,195","13,851"
20242025,013,BREATHITT,061,Breathitt County,030,Highland-Turner Elementary School,061030,013061030,210069000000,KVEC,904,A1,"11,160","4,191","2,050","1,823","15,352","3,872","19,224"
20242025,013,BREATHITT,061,Breathitt County,035,Breathitt Elementary,061035,013061035,210069000000,KVEC,904,A1,"10,485","2,478","1,682","1,208","12,964","2,882","15,846"
20242025,013,BREATHITT,061,Breathitt County,060,Breathitt County High School,061060,013061060,210069000000,KVEC,904,A1,"10,386","4,289","1,986","2,033","14,674","4,019","18,693"
20242025,013,BREATHITT,061,Breathitt County,150,Sebastian Elementary School,061150,013061150,210069000000,KVEC,904,A1,"10,195","3,345","1,822","1,049","13,541","2,879","16,420"
20242025,014,BRECKINRIDGE,065,Breckinridge County,010,Breckinridge County High School,065010,014065010,210072000000,GRREC,902,A1,"9,353","2,479",543,294,"11,832",837,"12,669"
20242025,014,BRECKINRIDGE,065,Breckinridge County,020,Hardinsburg Elementary School,065020,014065020,210072000000,GRREC,902,A1,"9,879","2,297","1,776",265,"12,176","2,041","14,217"
20242025,014,BRECKINRIDGE,065,Breckinridge County,030,Ben Johnson Elementary School,065030,014065030,210072000000,GRREC,902,A1,"11,164","2,617","1,277",254,"13,781","1,531","15,312"
20242025,014,BRECKINRIDGE,065,Breckinridge County,040,Custer Elementary School,065040,014065040,210072000000,GRREC,902,A1,"13,113","3,438","1,777",293,"16,551","2,070","18,621"
20242025,014,BRECKINRIDGE,065,Breckinridge County,050,Irvington Elementary School,065050,014065050,210072000141,GRREC,902,A1,"10,064","2,275","1,925",300,"12,339","2,225","14,564"
20242025,014,BRECKINRIDGE,065,Breckinridge County,100,Breckinridge County Middle School,065100,014065100,210072000000,GRREC,902,A1,"9,707","2,136","1,045",250,"11,843","1,295","13,138"
20242025,015,BULLITT,071,Bullitt County,005,Bernheim Middle School,071005,015071005,210075000000,OVEC,906,A1,"11,217","2,109",405,144,"13,327",549,"21,369"
20242025,015,BULLITT,071,Bullitt County,006,Freedom Elementary School,071006,015071006,210075000000,OVEC,906,A1,"9,025","1,983",497,195,"11,008",691,"19,132"
20242025,015,BULLITT,071,Bullitt County,007,Zoneton Middle School,071007,015071007,210075000000,OVEC,906,A1,"10,519","2,253",404,251,"12,772",655,"20,915"
20242025,015,BULLITT,071,Bullitt County,008,Shepherdsville Elementary,071008,015071008,210075000000,OVEC,906,A1,"11,204","2,094",711,127,"13,299",839,"21,650"
20242025,015,BULLITT,071,Bullitt County,009,Eastside Middle School,071009,015071009,210075000000,OVEC,906,A1,"10,142","1,879",349,59,"12,021",408,"19,838"
20242025,015,BULLITT,071,Bullitt County,010,Brooks Elementary School,071010,015071010,210075000000,OVEC,906,A1,"12,454","2,325",660,101,"14,779",761,"23,005"
20242025,015,BULLITT,071,Bullitt County,015,Bullitt Central High School,071015,015071015,210075000000,OVEC,906,A1,"10,614","2,534",372,83,"13,147",455,"21,045"
20242025,015,BULLITT,071,Bullitt County,016,Bullitt East High School,071016,015071016,210075000000,OVEC,906,A1,"9,152","2,485",391,71,"11,636",463,"19,509"
20242025,015,BULLITT,071,Bullitt County,018,Bullitt Lick Middle School,071018,015071018,210075000000,OVEC,906,A1,"11,733","2,257",537,84,"13,990",621,"22,090"
20242025,015,BULLITT,071,Bullitt County,020,Cedar Grove Elementary,071020,015071020,210075000000,OVEC,906,A1,"11,340","2,238",439,105,"13,577",544,"21,587"
20242025,015,BULLITT,071,Bullitt County,025,Hebron Middle School,071025,015071025,210075000000,OVEC,906,A1,"9,780","2,039",299,78,"11,819",376,"19,632"
20242025,015,BULLITT,071,Bullitt County,030,Lebanon Junction Elementary,071030,015071030,210075000000,OVEC,906,A1,"11,936","2,318",583,78,"14,255",661,"22,404"
20242025,015,BULLITT,071,Bullitt County,045,Maryville Elementary School,071045,015071045,210075000000,OVEC,906,A1,"11,457","2,207",487,156,"13,664",643,"21,804"
20242025,015,BULLITT,071,Bullitt County,050,MT. Washington Middle School,071050,015071050,210075000000,OVEC,906,A1,"10,019","2,176",653,124,"12,195",777,"20,408"
20242025,015,BULLITT,071,Bullitt County,055,MT. Washington Elementary,071055,015071055,210075000000,OVEC,906,A1,"10,234","2,045",272,58,"12,279",331,"20,018"
20242025,015,BULLITT,071,Bullitt County,060,Crossroads Elementary,071060,015071060,210075000000,OVEC,906,A1,"11,012","2,117",768,179,"13,129",947,"21,534"
20242025,015,BULLITT,071,Bullitt County,065,Pleasant Grove Elementary School,071065,015071065,210075000000,OVEC,906,A1,"9,967","1,984",268,58,"11,951",327,"19,678"
20242025,015,BULLITT,071,Bullitt County,070,Nichols Elementary,071070,015071070,210075000000,OVEC,906,A1,"17,176","2,657",433,185,"19,833",618,"28,177"
20242025,015,BULLITT,071,Bullitt County,075,North Bullitt High School,071075,015071075,210075000000,OVEC,906,A1,"9,964","2,885",388,93,"12,848",482,"20,766"
20242025,015,BULLITT,071,Bullitt County,078,Old Mill Elementary School,071078,015071078,210075000000,OVEC,906,A1,"9,796","1,990",433,58,"11,787",492,"19,714"
20242025,015,BULLITT,071,Bullitt County,080,Overdale Elementary School,071080,015071080,210075000000,OVEC,906,A1,"10,692","2,235",418,169,"12,927",587,"20,990"
20242025,015,BULLITT,071,Bullitt County,090,Roby Elementary School,071090,015071090,210075000000,OVEC,906,A1,"11,060","2,240",805,121,"13,300",926,"21,679"
20242025,084,MERCER,072,Burgin Independent,030,Burgin Independent School,072030,084072030,210078000000,CKEC,901,A1,"20,433","4,482",763,282,"24,915","1,045","28,191"
20242025,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000000,GRREC,902,A1,"9,642","5,516",485,125,"15,122",610,"16,987"
20242025,016,BUTLER,075,Butler County,031,North Butler Elementary,075031,016075031,210081000000,GRREC,902,A1,"9,822","4,457",639,104,"14,279",743,"16,317"
20242025,016,BUTLER,075,Butler County,035,Butler County Middle School,075035,016075035,210081000000,GRREC,902,A1,"9,669","4,308",793,111,"13,926",904,"16,112"
20242025,016,BUTLER,075,Butler County,120,Morgantown Elementary School,075120,016075120,210081000000,GRREC,902,A1,"9,086","4,331",988,112,"13,417","1,100","15,793"
20242025,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000000,WKEC,908,A1,"9,883","3,633",256,704,"13,518",959,"15,660"
20242025,017,CALDWELL,081,Caldwell County,020,Caldwell County Middle School,081020,017081020,210084000000,WKEC,908,A1,"9,505","2,868","1,012",715,"12,375","1,727","16,187"
20242025,017,CALDWELL,081,Caldwell County,030,Caldwell County Primary School,081030,017081030,210084000000,WKEC,908,A1,"9,965","2,617","1,164",703,"12,582","1,867","16,685"
20242025,017,CALDWELL,081,Caldwell County,070,Caldwell County Elementary School,081070,017081070,210084000000,WKEC,908,A1,"8,466","2,766","1,312",973,"11,233","2,284","14,799"
20242025,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000000,WKEC,908,A1,"9,407","3,136",741,375,"12,543","1,116","16,993"
20242025,018,CALLOWAY,085,Calloway County,025,East Calloway Elementary School,085025,018085025,210087000000,WKEC,908,A1,"10,637","2,545","1,498",302,"13,182","1,800","18,312"
20242025,018,CALLOWAY,085,Calloway County,035,North Calloway Elementary School,085035,018085035,210087000000,WKEC,908,A1,"9,066","2,332","1,419",258,"11,398","1,677","16,414"
20242025,018,CALLOWAY,085,Calloway County,045,Southwest Calloway Elementary School,085045,018085045,210087000000,WKEC,908,A1,"11,407","2,233",855,269,"12,640","1,124","17,093"
20242025,018,CALLOWAY,085,Calloway County,055,Calloway County Middle School,085055,018085055,210087000000,WKEC,908,A1,"9,152","2,117","1,140",288,"11,268","1,428","16,027"
20242025,019,CAMPBELL,091,Campbell County,011,Campbell County Middle School,091011,019091011,210090000000,NKCES,905,A1,"11,192","3,002",592,278,"14,194",870,"15,064"
20242025,019,CAMPBELL,091,Campbell County,012,John W. Reiley Elementary School,091012,019091012,210090000000,NKCES,905,A1,"12,339","2,564",461,288,"14,903",749,"15,653"
20242025,019,CAMPBELL,091,Campbell County,013,Donald E. Cline Elementary School,091013,019091013,210090000000,NKCES,905,A1,"12,787","3,029",672,264,"15,815",936,"16,751"
20242025,019,CAMPBELL,091,Campbell County,019,Campbell Ridge Elementary,091019,019091019,210090000000,NKCES,905,A1,"12,727","2,522",837,310,"15,250","1,147","16,397"
20242025,019,CAMPBELL,091,Campbell County,035,Crossroads Elementary School,091035,019091035,210090000000,NKCES,905,A1,"12,838","2,511","1,101",403,"15,349","1,504","16,853"
20242025,019,CAMPBELL,091,Campbell County,050,Grant's Lick Elementary School,091050,019091050,210090000000,NKCES,905,A1,"13,831","3,039",703,298,"16,870","1,001","17,871"
20242025,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000000,NKCES,905,A1,"10,462","4,015",503,302,"14,477",805,"15,282"
20242025,109,TAYLOR,092,Campbellsville Independent,010,Campbellsville Elementary School,092010,109092010,210093000000,GRREC,902,A1,"9,929","2,312","1,014",82,"12,240","1,096","26,098"
20242025,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000000,GRREC,902,A1,"11,072","3,424",763,166,"14,496",929,"28,185"
20242025,109,TAYLOR,092,Campbellsville Independent,025,Campbellsville Middle School,092025,109092025,210093000000,GRREC,902,A1,"10,215","2,376","1,206",70,"12,591","1,276","26,627"
