School Year,County Number,County Name,District Number,District Name,School Number,School Name,School Code,State School Id,NCES ID,CO-OP,CO-OP CODE,School Type,Personnel Expenditures State Local Per Student,Non-Personnel Expenditures State Local Per Student,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - State/Local Funds,Total Expenditures Federal Per Student,Total Expenditures Per Student
20242025,031,EDMONSON,151,Edmonson County,060,Edmonson County High School,151060,031151060,210162000000,GRREC,902,A1,"10,362","2,988",389,202,"13,351",591,"13,938"
20242025,031,EDMONSON,151,Edmonson County,080,Kyrock Elementary School,151080,031151080,210162000000,GRREC,902,A1,"13,002","2,160","1,617",245,"15,162","1,863","17,024"
20242025,047,HARDIN,152,Elizabethtown Independent,010,Elizabethtown High School,152010,047152010,210165000000,GRREC,902,A1,"9,949","3,775",262,452,"13,724",715,"16,875"
20242025,047,HARDIN,152,Elizabethtown Independent,015,Helmwood Heights Elementary School,152015,047152015,210165000000,GRREC,902,A1,"9,796","2,766",616,491,"12,562","1,107","16,104"
20242025,047,HARDIN,152,Elizabethtown Independent,020,Morningside Elementary School,152020,047152020,210165000000,GRREC,902,A1,"10,898","2,985",517,523,"13,883","1,039","17,358"
20242025,047,HARDIN,152,Elizabethtown Independent,025,Panther Academy,152025,047152025,210165000000,GRREC,902,A1,"17,010","3,272",899,616,"20,282","1,515","24,233"
20242025,047,HARDIN,152,Elizabethtown Independent,035,Talton K Stone Middle School,152035,047152035,210165000000,GRREC,902,A1,"8,685","2,421",377,521,"11,105",898,"14,439"
20242025,032,ELLIOTT,155,Elliott County,100,Elliott County Primary School,155100,032155100,210168000000,KEDC,903,A1,"9,320","3,138","1,676",503,"12,489","2,230","16,406"
20242025,032,ELLIOTT,155,Elliott County,270,Elliott County Intermediate School,155270,032155270,210168000000,KEDC,903,A1,"11,939","4,189","2,215",424,"16,158","2,689","20,534"
20242025,032,ELLIOTT,155,Elliott County,275,Elliott County Middle School,155275,032155275,210168000000,KEDC,903,A1,"9,849","2,449",332,231,"12,328",614,"14,629"
20242025,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,032155280,210168000000,KEDC,903,A1,"11,963","3,183",296,319,"14,883",667,"17,541"
20242025,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000000,OVEC,906,A1,"9,946","3,273",278,350,"13,219",628,"15,895"
20242025,052,HENRY,156,Eminence Independent,020,Eminence Elementary School,156020,052156020,210171000000,OVEC,906,A1,"9,902","2,473",184,159,"12,374",343,"14,765"
20242025,059,KENTON,157,Erlanger-Elsmere Independent,003,Lindeman Elementary School,157003,059157003,210174000000,NKCES,905,A1,"12,511","2,481","1,399",213,"14,992","1,612","17,785"
20242025,059,KENTON,157,Erlanger-Elsmere Independent,005,Arnett Elementary School,157005,059157005,210174000000,NKCES,905,A1,"19,662","2,726","1,795",166,"22,388","1,961","26,646"
20242025,059,KENTON,157,Erlanger-Elsmere Independent,010,Howell Elementary School,157010,059157010,210174000000,NKCES,905,A1,"12,036","2,622","1,737",167,"14,658","1,904","17,837"
20242025,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,059157030,210174000000,NKCES,905,A1,"10,128","2,987",227,123,"13,115",350,"18,676"
20242025,059,KENTON,157,Erlanger-Elsmere Independent,050,Miles Elementary School,157050,059157050,210174000000,NKCES,905,A1,"11,816","2,420","1,490",153,"14,236","1,643","17,761"
20242025,059,KENTON,157,Erlanger-Elsmere Independent,060,Tichenor Middle School,157060,059157060,210174000000,NKCES,905,A1,"11,572","2,647",222,143,"14,219",365,"17,448"
20242025,033,ESTILL,161,Estill County,011,Estill Springs Elementary,161011,033161011,210176000000,SESC,907,A1,"8,059","2,353",806,177,"10,412",983,"13,703"
20242025,033,ESTILL,161,Estill County,085,Estill County Middle School,161085,033161085,210176000341,SESC,907,A1,"7,370","2,562",771,187,"9,932",958,"13,295"
20242025,033,ESTILL,161,Estill County,090,Estill County High School,161090,033161090,210176000000,SESC,907,A1,"8,091","3,611","1,203",585,"11,702","1,788","14,984"
20242025,033,ESTILL,161,Estill County,280,West Irvine Elementary,161280,033161280,210176000000,SESC,907,A1,"7,712","2,177","1,021",198,"9,888","1,219","13,211"
20242025,010,BOYD,162,Fairview Independent,011,Fairview Elementary School,162011,010162011,210180000000,KEDC,903,A1,"11,493","3,651","1,623",592,"15,144","2,215","17,359"
20242025,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000000,KEDC,903,A1,"13,288","3,288",901,865,"16,576","1,766","18,342"
20242025,034,FAYETTE,165,Fayette County,005,Arlington Elementary School,165005,034165005,210186000000,CKEC,901,A1,"19,382","2,650",885,429,"22,032","1,314","26,451"
20242025,034,FAYETTE,165,Fayette County,007,Ashland Elementary School,165007,034165007,210186000000,CKEC,901,A1,"17,920","3,062",258,225,"20,982",483,"25,514"
20242025,034,FAYETTE,165,Fayette County,012,Veterans Park Elementary School,165012,034165012,210186000000,CKEC,901,A1,"15,182","2,501","1,207",168,"17,683","1,375","22,752"
20242025,034,FAYETTE,165,Fayette County,015,Beaumont Middle School,165015,034165015,210186000000,CKEC,901,A1,"15,725","2,551",354,182,"18,276",536,"21,940"
20242025,034,FAYETTE,165,Fayette County,018,Scapa At Bluegrass,165018,034165018,210186000000,CKEC,901,A1,"19,964","2,843",258,180,"22,807",438,"26,328"
20242025,034,FAYETTE,165,Fayette County,025,Crawford Middle School,165025,034165025,210186000000,CKEC,901,A1,"16,474","2,520","1,070",667,"18,994","1,737","23,868"
20242025,034,FAYETTE,165,Fayette County,030,Bryan Station Middle School,165030,034165030,210186000000,CKEC,901,A1,"15,478","2,590",826,219,"18,068","1,045","22,220"
20242025,034,FAYETTE,165,Fayette County,032,Cassidy Elementary School,165032,034165032,210186000000,CKEC,901,A1,"14,962","2,469",986,168,"17,431","1,154","21,999"
20242025,034,FAYETTE,165,Fayette County,034,Edythe Jones Hayes Middle School,165034,034165034,210186000000,CKEC,901,A1,"14,348","2,601",258,175,"16,949",433,"20,478"
20242025,034,FAYETTE,165,Fayette County,035,Deep Springs Elementary School,165035,034165035,210186000000,CKEC,901,A1,"15,692","2,684",964,282,"18,376","1,246","22,819"
20242025,034,FAYETTE,165,Fayette County,036,Dixie Elementary Magnet School,165036,034165036,210186000000,CKEC,901,A1,"15,422","2,540",628,245,"17,962",873,"21,997"
20242025,034,FAYETTE,165,Fayette County,037,Garden Springs Elementary School,165037,034165037,210186000000,CKEC,901,A1,"18,021","2,684",860,189,"20,705","1,049","25,189"
20242025,034,FAYETTE,165,Fayette County,038,Harrison Elementary School,165038,034165038,210186000000,CKEC,901,A1,"24,689","3,224","1,181",594,"27,913","1,775","48,435"
20242025,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,CKEC,901,A1,"14,123","2,486",346,177,"16,609",523,"26,072"
20242025,034,FAYETTE,165,Fayette County,045,Athens-Chilesburg Elementary,165045,034165045,210186000000,CKEC,901,A1,"14,762","2,635","1,189",168,"17,397","1,357","22,238"
20242025,034,FAYETTE,165,Fayette County,052,Rosa Parks Elementary School,165052,034165052,210186000000,CKEC,901,A1,"15,041","2,806","1,047",168,"17,847","1,215","22,617"
20242025,034,FAYETTE,165,Fayette County,055,Booker T Washington Elementary School,165055,034165055,210186000000,CKEC,901,A1,"17,235","2,676",650,186,"19,911",836,"27,766"
20242025,034,FAYETTE,165,Fayette County,056,William Wells Brown Elementary,165056,034165056,210186000000,CKEC,901,A1,"22,040","3,034","1,968",434,"25,074","2,402","30,729"
20242025,034,FAYETTE,165,Fayette County,057,Liberty Elementary,165057,034165057,210186000000,CKEC,901,A1,"15,660","2,453",258,168,"18,113",426,"22,132"
20242025,034,FAYETTE,165,Fayette County,058,Sandersville Elementary,165058,034165058,210186000000,CKEC,901,A1,"15,971","2,549",667,279,"18,520",946,"22,596"
20242025,034,FAYETTE,165,Fayette County,059,Wellington Elementary,165059,034165059,210186000000,CKEC,901,A1,"14,517","2,531","1,314",168,"17,048","1,482","21,859"
20242025,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000000,CKEC,901,A1,"12,985","2,754",297,186,"15,739",483,"19,274"
20242025,034,FAYETTE,165,Fayette County,062,Lansdowne Elementary School,165062,034165062,210186000000,CKEC,901,A1,"15,902","2,658",617,309,"18,560",926,"27,037"
20242025,034,FAYETTE,165,Fayette County,065,Leestown Middle School,165065,034165065,210186000000,CKEC,901,A1,"14,470","2,546",521,213,"17,016",734,"20,810"
20242025,034,FAYETTE,165,Fayette County,067,Lexington Middle School,165067,034165067,210186000000,CKEC,901,A1,"22,964","2,708","1,548","1,994","25,672","3,542","36,503"
20242025,034,FAYETTE,165,Fayette County,072,Breckinridge Elementary,165072,034165072,210186000000,CKEC,901,A1,"15,906","2,570",820,579,"18,476","1,399","23,051"
20242025,034,FAYETTE,165,Fayette County,074,Maxwell Spanish Immersion Elem School,165074,034165074,210186000000,CKEC,901,A1,"14,874","2,472",608,168,"17,346",776,"21,696"
20242025,034,FAYETTE,165,Fayette County,076,Morton Middle School,165076,034165076,210186000000,CKEC,901,A1,"15,694","2,609",453,168,"18,303",621,"22,212"
20242025,034,FAYETTE,165,Fayette County,077,Northern Elementary School,165077,034165077,210186000000,CKEC,901,A1,"18,822","2,814",892,466,"21,636","1,358","33,616"
20242025,034,FAYETTE,165,Fayette County,080,Picadome Elementary School,165080,034165080,210186000000,CKEC,901,A1,"17,097","2,621",608,232,"19,718",840,"23,785"
20242025,034,FAYETTE,165,Fayette County,081,Southern Elementary School,165081,034165081,210186000000,CKEC,901,A1,"18,115","2,668",641,185,"20,783",826,"24,766"
20242025,034,FAYETTE,165,Fayette County,082,Squires Elementary School,165082,034165082,210186000000,CKEC,901,A1,"18,395","2,590",855,277,"20,985","1,132","25,802"
20242025,034,FAYETTE,165,Fayette County,085,Stonewall Elementary School,165085,034165085,210186000000,CKEC,901,A1,"15,290","2,532",400,168,"17,822",568,"21,881"
20242025,034,FAYETTE,165,Fayette County,090,Russell Cave Elementary School,165090,034165090,210186000000,CKEC,901,A1,"19,060","2,704",782,"1,051","21,764","1,833","26,829"
20242025,034,FAYETTE,165,Fayette County,095,Tates Creek Elementary School,165095,034165095,210186000381,CKEC,901,A1,"16,539","2,647",836,211,"19,186","1,047","23,344"
20242025,034,FAYETTE,165,Fayette County,098,Coventry Oak Elementary,165098,034165098,210186000000,CKEC,901,A1,"15,516","2,561",792,275,"18,077","1,067","22,221"
20242025,034,FAYETTE,165,Fayette County,099,Garrett Morgan Elementary,165099,034165099,210186000000,CKEC,901,A1,"14,564","2,455",258,168,"17,019",426,"21,062"
20242025,034,FAYETTE,165,Fayette County,100,Tates Creek Middle School,165100,034165100,210186000000,CKEC,901,A1,"15,570","2,510",739,191,"18,080",930,"22,093"
20242025,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000000,CKEC,901,A1,"13,965","2,686",387,232,"16,651",619,"20,085"
20242025,034,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,034165120,210186000384,CKEC,901,A1,"16,306","2,519","1,237",188,"18,825","1,425","23,505"
20242025,034,FAYETTE,165,Fayette County,125,Frederick Douglass High School,165125,034165125,210186000000,CKEC,901,A1,"13,236","2,714",327,208,"15,950",535,"19,540"
20242025,034,FAYETTE,165,Fayette County,140,Yates Elementary School,165140,034165140,210186000000,CKEC,901,A1,"18,485","2,621",629,287,"21,106",916,"25,197"
20242025,034,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,034165150,210186000000,CKEC,901,A1,"18,063","2,629",530,183,"20,692",713,"24,719"
20242025,034,FAYETTE,165,Fayette County,160,Meadowthorpe Elementary School,165160,034165160,210186000000,CKEC,901,A1,"17,113","2,601",459,229,"19,714",688,"24,079"
20242025,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000000,CKEC,901,A1,"14,005","2,796",504,254,"16,801",758,"20,613"
20242025,034,FAYETTE,165,Fayette County,180,Mary Todd Elementary School,165180,034165180,210186000000,CKEC,901,A1,"18,250","2,772",913,322,"21,022","1,235","25,424"
20242025,034,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,034165190,210186000000,CKEC,901,A1,"18,661","2,620",776,176,"21,281",952,"26,139"
20242025,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186000000,CKEC,901,A1,"13,675","2,777",320,274,"16,452",594,"20,512"
20242025,034,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,034165225,210186000000,CKEC,901,A1,"14,686","2,560",258,168,"17,246",426,"21,278"
20242025,034,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,034165240,210186000392,CKEC,901,A1,"16,930","2,586",831,425,"19,516","1,256","23,917"
20242025,034,FAYETTE,165,Fayette County,245,Winburn Middle School,165245,034165245,210186000000,CKEC,901,A1,"15,646","2,518",935,350,"18,164","1,285","22,571"
20242025,034,FAYETTE,165,Fayette County,255,Millcreek Elementary School,165255,034165255,210186000000,CKEC,901,A1,"17,494","2,667","1,049",476,"20,161","1,525","24,857"
20242025,034,FAYETTE,165,Fayette County,525,Southern Middle School,165525,034165525,210186000394,CKEC,901,A1,"15,714","2,550",590,237,"18,264",827,"22,245"
20242025,034,FAYETTE,165,Fayette County,531,Brenda Cowan Elementary,165531,034165531,210186000000,CKEC,901,A1,"15,665","2,606",499,237,"18,271",736,"22,015"
20242025,034,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,034165620,210186000000,CKEC,901,A1,"17,233","2,671",730,208,"19,904",938,"23,983"
20242025,035,FLEMING,171,Fleming County,020,Ewing Elementary School,171020,035171020,210192000000,KEDC,903,A1,"10,066","6,255",546,391,"16,320",937,"17,257"
20242025,035,FLEMING,171,Fleming County,030,Simons Middle School,171030,035171030,210192000000,KEDC,903,A1,"10,579","6,719",587,386,"17,298",973,"18,271"
20242025,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000000,KEDC,903,A1,"9,529","7,660",771,428,"17,189","1,198","18,387"
20242025,035,FLEMING,171,Fleming County,040,Flemingsburg Elementary School,171040,035171040,210192000000,KEDC,903,A1,"10,450","5,446","1,017",371,"15,897","1,386","17,284"
20242025,035,FLEMING,171,Fleming County,060,Hillsboro Elementary School,171060,035171060,210192000000,KEDC,903,A1,"10,541","6,456",805,287,"16,997","1,092","18,090"
20242025,036,FLOYD,175,Floyd County,010,Duff-Allen Central Elementary,175010,036175010,210195000000,KVEC,904,A1,"11,054","2,739","2,056",804,"13,793","2,860","16,653"
20242025,036,FLOYD,175,Floyd County,019,Prestonsburg Elementary School,175019,036175019,210195000000,KVEC,904,A1,"8,812","2,224","1,781",648,"11,036","2,429","13,465"
20242025,036,FLOYD,175,Floyd County,020,Allen Elementary School,175020,036175020,210195000000,KVEC,904,A1,"9,238","2,514","1,432",568,"11,752","2,000","13,752"
20242025,036,FLOYD,175,Floyd County,021,May Valley Elementary School,175021,036175021,210195001426,KVEC,904,A1,"8,645","2,636","1,394",558,"11,282","1,952","13,234"
20242025,036,FLOYD,175,Floyd County,030,South Floyd Elementary School,175030,036175030,210195002446,KVEC,904,A1,"8,261","2,526","1,939",661,"10,787","2,600","13,386"
20242025,036,FLOYD,175,Floyd County,110,Betsy Layne High School,175110,036175110,210195000000,KVEC,904,A1,"8,842","3,141","1,247",627,"11,983","1,874","13,857"
20242025,036,FLOYD,175,Floyd County,115,Floyd Central High School,175115,036175115,210195000000,KVEC,904,A1,"8,738","2,872","1,223",591,"11,609","1,813","13,423"
20242025,036,FLOYD,175,Floyd County,120,Betsy Layne Elementary School,175120,036175120,210195000000,KVEC,904,A1,"8,676","2,678","1,811",572,"11,354","2,382","13,736"
20242025,036,FLOYD,175,Floyd County,440,James D. Adams Middle School,175440,036175440,210195000000,KVEC,904,A1,"8,214","2,772","1,376",630,"10,986","2,005","12,991"
20242025,036,FLOYD,175,Floyd County,485,John M. Stumbo Elementary School,175485,036175485,210195000000,KVEC,904,A1,"10,469","2,742","1,687",800,"13,211","2,487","15,697"
20242025,036,FLOYD,175,Floyd County,850,Prestonsburg High School,175850,036175850,210195000000,KVEC,904,A1,"8,071","2,775","1,008",658,"10,846","1,667","12,513"
20242025,019,CAMPBELL,176,Fort Thomas Independent,010,Highlands High School,176010,019176010,210204000000,NKCES,905,A1,"10,609","4,008",210,81,"14,617",291,"30,084"
20242025,019,CAMPBELL,176,Fort Thomas Independent,011,Highlands Middle School,176011,019176011,210204000000,NKCES,905,A1,"10,513","2,081",306,51,"12,594",357,"15,383"
20242025,019,CAMPBELL,176,Fort Thomas Independent,020,Johnson Elementary School,176020,019176020,210204000000,NKCES,905,A1,"11,439","2,374",148,51,"13,813",199,"16,355"
20242025,019,CAMPBELL,176,Fort Thomas Independent,030,Moyer Elementary School,176030,019176030,210204000000,NKCES,905,A1,"11,745","2,231",131,51,"13,976",182,"16,552"
20242025,019,CAMPBELL,176,Fort Thomas Independent,040,Woodfill Elementary School,176040,019176040,210204000000,NKCES,905,A1,"11,496","2,308",698,113,"13,804",811,"16,373"
20242025,037,FRANKLIN,177,Frankfort Independent,050,Second Street School,177050,037177050,210198000000,CKEC,901,A1,"11,545","3,079","1,258",146,"14,559","1,403","19,402"
20242025,037,FRANKLIN,177,Frankfort Independent,070,Frankfort High School,177070,037177070,210198000000,CKEC,901,A1,"13,712","4,806",838,231,"18,453","1,069","22,962"
20242025,037,FRANKLIN,181,Franklin County,013,Westridge Elementary,181013,037181013,210201000000,OVEC,906,A1,"13,950","3,556","2,185","1,345","17,507","3,530","21,037"
20242025,037,FRANKLIN,181,Franklin County,014,Bridgeport Elementary School,181014,037181014,210201000000,OVEC,906,A1,"12,749","3,027","1,327",305,"15,775","1,632","17,407"
20242025,037,FRANKLIN,181,Franklin County,015,Bondurant Middle School,181015,037181015,210201000000,OVEC,906,A1,"12,013","2,769",721,306,"14,781","1,027","15,808"
20242025,037,FRANKLIN,181,Franklin County,016,Early Learning Village,181016,037181016,210201000000,OVEC,906,A1,"11,666","2,946","1,826",427,"14,613","2,253","16,865"
20242025,037,FRANKLIN,181,Franklin County,025,Collins Lane,181025,037181025,210201000000,OVEC,906,A1,"12,126","3,131","1,443",429,"15,257","1,872","17,129"
20242025,037,FRANKLIN,181,Franklin County,030,Elkhorn Middle School,181030,037181030,210201000000,OVEC,906,A1,"11,760","2,913",512,306,"14,673",817,"15,490"
20242025,037,FRANKLIN,181,Franklin County,035,Elkhorn Elementary School,181035,037181035,210201000000,OVEC,906,A1,"11,711","3,090","1,842",331,"14,801","2,173","16,974"
20242025,037,FRANKLIN,181,Franklin County,040,Franklin County High School,181040,037181040,210201000440,OVEC,906,A1,"10,891","3,005",723,308,"13,896","1,032","14,928"
20242025,037,FRANKLIN,181,Franklin County,045,Hearn Elementary,181045,037181045,210201000000,OVEC,906,A1,"11,026","3,092","1,408",323,"14,118","1,730","15,848"
20242025,037,FRANKLIN,181,Franklin County,050,Peaks Mill Elementary,181050,037181050,210201000000,OVEC,906,A1,"11,912","2,900","1,262",317,"14,812","1,580","16,392"
20242025,037,FRANKLIN,181,Franklin County,070,Western Hills High School,181070,037181070,210201001420,OVEC,906,A1,"11,118","3,303",647,314,"14,420",962,"15,382"
20242025,038,FULTON,185,Fulton County,015,Fulton County Middle School,185015,038185015,210210000000,WKEC,908,A1,"8,263","3,790","1,523",409,"12,054","1,932","13,985"
20242025,038,FULTON,185,Fulton County,020,Fulton County Elementary,185020,038185020,210210000000,WKEC,908,A1,"11,537","4,668","1,411",492,"16,213","1,904","18,109"
20242025,038,FULTON,185,Fulton County,030,Fulton County High School,185030,038185030,210210000000,WKEC,908,A1,"13,315","5,021",701,415,"18,336","1,116","19,452"
20242025,038,FULTON,186,Fulton Independent,018,Fulton Independent School,186018,038186018,210207002205,WKEC,908,A1,"12,005","4,750","2,899",99,"16,755","2,998","20,864"
20242025,039,GALLATIN,191,Gallatin County,005,Gallatin County Middle School,191005,039191005,210213000000,OVEC,906,A1,"12,887","3,895",340,342,"16,782",681,"17,463"
20242025,039,GALLATIN,191,Gallatin County,006,Gallatin County Upper Elementary,191006,039191006,210213000000,OVEC,906,A1,"10,757","2,308","1,109",363,"13,065","1,472","14,538"
20242025,039,GALLATIN,191,Gallatin County,010,Gallatin County Lower Elementary,191010,039191010,210213000000,OVEC,906,A1,"16,095","3,661",738,612,"19,756","1,350","21,106"
20242025,039,GALLATIN,191,Gallatin County,020,Gallatin County High School,191020,039191020,210213000000,OVEC,906,A1,"10,473","3,087",289,178,"13,560",467,"14,027"
20242025,040,GARRARD,195,Garrard County,050,Camp Dick Robinson Elementary School,195050,040195050,210216000454,SESC,907,A1,"10,498","2,549","1,111",185,"13,047","1,296","14,433"
20242025,040,GARRARD,195,Garrard County,060,Garrard County High School,195060,040195060,210216000000,SESC,907,A1,"9,081","3,323","1,278",496,"12,405","1,774","14,369"
20242025,040,GARRARD,195,Garrard County,070,Garrard Middle School,195070,040195070,210216000000,SESC,907,A1,"10,892","2,627",657,259,"13,520",916,"14,535"
20242025,040,GARRARD,195,Garrard County,090,Paint Lick Elementary School,195090,040195090,210216000000,SESC,907,A1,"13,472","2,744","2,023",215,"16,217","2,238","18,601"
20242025,040,GARRARD,195,Garrard County,220,Lancaster Elementary School,195220,040195220,210216000000,SESC,907,A1,"11,130","2,458","1,970",269,"13,588","2,240","15,984"
20242025,005,BARREN,197,Glasgow Independent,013,Highland Elementary School,197013,005197013,210222000000,GRREC,902,A1,"10,732","2,872","1,191",283,"13,604","1,474","14,790"
20242025,005,BARREN,197,Glasgow Independent,030,Glasgow High School,197030,005197030,210222000000,GRREC,902,A1,"11,878","4,702",874,324,"16,580","1,198","13,503"
20242025,005,BARREN,197,Glasgow Independent,035,Glasgow Middle School,197035,005197035,210222000000,GRREC,902,A1,"10,546","3,086","1,021",355,"13,632","1,376","19,657"
20242025,005,BARREN,197,Glasgow Independent,065,South Green Elementary School,197065,005197065,210222000000,GRREC,902,A1,"11,696","2,959","1,135",361,"14,655","1,496","16,011"
20242025,041,GRANT,201,Grant County,016,Sherman Elementary,201016,041201016,210225000000,OVEC,906,A1,"10,837","3,453","1,857",556,"14,291","2,414","16,704"
20242025,041,GRANT,201,Grant County,020,Crittenden-Mt. Zion Elementary,201020,041201020,210225000000,OVEC,906,A1,"9,963","3,078",899,314,"13,034","1,213","14,244"
20242025,041,GRANT,201,Grant County,030,Dry Ridge Elementary,201030,041201030,210225000466,OVEC,906,A1,"12,218","3,785","1,146",543,"16,002","1,689","17,691"
20242025,041,GRANT,201,Grant County,040,Grant County High School,201040,041201040,210225000000,OVEC,906,A1,"10,254","3,063",542,248,"13,318",790,"14,108"
20242025,041,GRANT,201,Grant County,050,Mason-Corinth Elementary,201050,041201050,210225000000,OVEC,906,A1,"11,053","3,171",896,334,"14,224","1,231","15,455"
20242025,041,GRANT,201,Grant County,080,Grant County Middle School,201080,041201080,210225000000,OVEC,906,A1,"11,487","3,083",780,193,"14,570",973,"15,544"
20242025,042,GRAVES,205,Graves County,013,Graves County Central Elementary,205013,042205013,210228000000,WKEC,908,A1,"12,222","2,524","1,018",124,"14,746","1,142","15,888"
20242025,042,GRAVES,205,Graves County,040,Fancy Farm Elementary School,205040,042205040,210228000000,WKEC,908,A1,"13,744","2,584",825,147,"16,335",971,"17,306"
20242025,042,GRAVES,205,Graves County,060,Farmington Elementary School,205060,042205060,210228000000,WKEC,908,A1,"13,014","2,406",656,131,"15,420",787,"16,207"
20242025,042,GRAVES,205,Graves County,100,Graves County Middle School,205100,042205100,210228000000,WKEC,908,A1,"10,072","2,478",659,59,"12,550",718,"13,268"
20242025,042,GRAVES,205,Graves County,150,Sedalia Elementary School,205150,042205150,210228000000,WKEC,908,A1,"11,544","2,421",672,149,"13,964",821,"14,785"
20242025,042,GRAVES,205,Graves County,170,Symsonia Elementary School,205170,042205170,210228000000,WKEC,908,A1,"11,272","2,573",796,136,"13,849",932,"14,781"
20242025,042,GRAVES,205,Graves County,200,Wingo Elementary School,205200,042205200,210228000000,WKEC,908,A1,"13,284","2,643","1,346",148,"15,927","1,494","17,421"
20242025,042,GRAVES,205,Graves County,215,Graves County High School,205215,042205215,210228000000,WKEC,908,A1,"10,748","3,425",475,91,"14,173",565,"14,739"
20242025,043,GRAYSON,211,Grayson County,010,H W Wilkey Elementary School,211010,043211010,210230000000,GRREC,902,A1,"10,836","2,321",928,317,"13,157","1,245","16,345"
20242025,043,GRAYSON,211,Grayson County,030,Caneyville Elementary School,211030,043211030,210230000000,GRREC,902,A1,"12,452","2,837","1,103",361,"15,289","1,464","23,310"
20242025,043,GRAYSON,211,Grayson County,050,Oran P Lawler Elementary School,211050,043211050,210230000000,GRREC,902,A1,"10,433","2,058","1,062",230,"12,491","1,292","15,230"
20242025,043,GRAYSON,211,Grayson County,080,Clarkson Elementary School,211080,043211080,210230000000,GRREC,902,A1,"9,879","2,120",836,240,"11,999","1,076","14,657"
20242025,043,GRAYSON,211,Grayson County,085,Grayson County High School,211085,043211085,210230000000,GRREC,902,A1,"8,867","2,840",500,270,"11,707",770,"19,207"
20242025,043,GRAYSON,211,Grayson County,095,Grayson County Middle School,211095,043211095,210230000000,GRREC,902,A1,"9,221","2,062",945,210,"11,283","1,155","13,896"
20242025,044,GREEN,215,Green County,030,Green County Primary School,215030,044215030,210234000000,GRREC,902,A1,"10,712","2,649",716,94,"13,361",810,"14,171"
20242025,044,GREEN,215,Green County,040,Green County Intermediate School,215040,044215040,210234000000,GRREC,902,A1,"10,273","2,319",675,59,"12,592",733,"13,325"
20242025,044,GREEN,215,Green County,055,Green County Middle School,215055,044215055,210234000000,GRREC,902,A1,"10,305","2,738",985,40,"13,043","1,025","14,068"
20242025,044,GREEN,215,Green County,065,Green County High School,215065,044215065,210234000000,GRREC,902,A1,"13,157","2,763",467,161,"15,920",628,"16,548"
20242025,045,GREENUP,221,Greenup County,010,Argillite Elementary School,221010,045221010,210240000000,KEDC,903,A1,"9,659","2,402","2,014","1,035","9,994","2,067","15,000"
20242025,045,GREENUP,221,Greenup County,024,Wurtland Middle School,221024,045221024,210240001610,KEDC,903,A1,"13,936","2,696","2,822","1,060","13,732","2,900","19,608"
20242025,045,GREENUP,221,Greenup County,027,Greenup County High School,221027,045221027,210240000000,KEDC,903,A1,"8,555","2,749","1,380","1,027","9,879","1,425","11,384"
20242025,045,GREENUP,221,Greenup County,040,Greysbranch Elementary School,221040,045221040,210240000000,KEDC,903,A1,"11,704","2,764","2,381","1,102","11,968","2,500","16,947"
20242025,045,GREENUP,221,Greenup County,060,Mckell Elementary School,221060,045221060,210240000000,KEDC,903,A1,"8,881","1,985","1,980","1,007","8,861","2,005","11,676"
20242025,045,GREENUP,221,Greenup County,105,Mckell Middle School,221105,045221105,210240000000,KEDC,903,A1,"8,804","2,872","1,934","1,116","9,608","2,068","13,193"
20242025,045,GREENUP,221,Greenup County,110,Wurtland Elementary School,221110,045221110,210240000504,KEDC,903,A1,"11,688","2,447","2,473","1,049","11,596","2,539","17,224"
20242025,046,HANCOCK,225,Hancock County,005,Hancock County High School,225005,046225005,210246000000,GRREC,902,A1,"12,012","4,068",256,136,"16,080",391,"17,849"
20242025,046,HANCOCK,225,Hancock County,006,North Hancock Elementary School,225006,046225006,210246000000,GRREC,902,A1,"12,980","3,459",600,159,"16,439",759,"18,265"
20242025,046,HANCOCK,225,Hancock County,007,Hancock County Middle School,225007,046225007,210246000000,GRREC,902,A1,"13,323","3,320",628,43,"16,642",671,"18,356"
20242025,046,HANCOCK,225,Hancock County,070,South Hancock Elementary School,225070,046225070,210246000000,GRREC,902,A1,"13,380","4,153",779,56,"17,533",835,"19,511"
